Time,emailservice,productcatalogservice,checkoutservice,shippingservice,currencyservice,cartservice,recommendationservice,adservice,frontend,paymentservice,Total
2020-11-07 22:08:54,,,,,,,,,,,0.0
2020-11-07 22:08:55,,,,,,,,,,,0.0
2020-11-07 22:08:56,,,,,,,,,,,0.0
2020-11-07 22:08:57,,,,,,,,,,,0.0
2020-11-07 22:08:58,,,,,,,,,,,0.0
2020-11-07 22:08:59,,,,,,,,,,,0.0
2020-11-07 22:09:00,,,,,,,,,,,0.0
2020-11-07 22:09:01,,,,,,,,,,,0.0
2020-11-07 22:09:02,,,,,,,,,,,0.0
2020-11-07 22:09:03,,,,,,,,,,,0.0
2020-11-07 22:09:04,,,,,,,,,,,0.0
2020-11-07 22:09:05,,,,,,,,,,,0.0
2020-11-07 22:09:06,,,,,,,,,,,0.0
2020-11-07 22:09:07,,,,,,,,,,,0.0
2020-11-07 22:09:08,,,,,,,,,,,0.0
2020-11-07 22:09:09,,,,,,,,,,,0.0
2020-11-07 22:09:10,,,,,,,,,,,0.0
2020-11-07 22:09:11,,,,,,,,,,,0.0
2020-11-07 22:09:12,,,,,,,,,,,0.0
2020-11-07 22:09:13,,,,,,,,,,,0.0
2020-11-07 22:09:14,,,,,,,,,,,0.0
2020-11-07 22:09:15,,,,,,,,,,,0.0
2020-11-07 22:09:16,,,,,,,,,,,0.0
2020-11-07 22:09:17,,,,,,,,,,,0.0
2020-11-07 22:09:18,,,,,,,,,,,0.0
2020-11-07 22:09:19,,,,,,,,,,,0.0
2020-11-07 22:09:20,,,,,,,,,,,0.0
2020-11-07 22:09:21,,,,,,,,,,,0.0
2020-11-07 22:09:22,,,,,,,,,,,0.0
2020-11-07 22:09:23,,,,,,,,,,,0.0
2020-11-07 22:09:24,,,,,,,,,,,0.0
2020-11-07 22:09:25,,,,,,,,,,,0.0
2020-11-07 22:09:26,,,,,,,,,,,0.0
2020-11-07 22:09:27,,,,,,,,,,,0.0
2020-11-07 22:09:28,,,,,,,,,,,0.0
2020-11-07 22:09:29,,,,,,,,,,,0.0
2020-11-07 22:09:30,,,,,,,,,,,0.0
2020-11-07 22:09:31,,,,,,,,,,,0.0
2020-11-07 22:09:32,,,,,,,,,,,0.0
2020-11-07 22:09:33,,,,,,,,,,,0.0
2020-11-07 22:09:34,,,,,,,,,,,0.0
2020-11-07 22:09:35,,,,,,,,,,,0.0
2020-11-07 22:09:36,,,,,,,,,,,0.0
2020-11-07 22:09:37,,,,,,,,,,,0.0
2020-11-07 22:09:38,,,,,,,,,,,0.0
2020-11-07 22:09:39,,,,,,,,,,,0.0
2020-11-07 22:09:40,,,,,,,,,,,0.0
2020-11-07 22:09:41,,,,,,,,,,,0.0
2020-11-07 22:09:42,,,,,,,,,,,0.0
2020-11-07 22:09:43,,,,,,,,,,,0.0
2020-11-07 22:09:44,,,,,,,,,,,0.0
2020-11-07 22:09:45,,,,,,,,,,,0.0
2020-11-07 22:09:46,,,,,,,,,,,0.0
2020-11-07 22:09:47,,,,,,,,,,,0.0
2020-11-07 22:09:48,,,,,,,,,,,0.0
2020-11-07 22:09:49,,,,,,,,,,,0.0
2020-11-07 22:09:50,,,,,,,,,,,0.0
2020-11-07 22:09:51,,,,,,,,,,,0.0
2020-11-07 22:09:52,,,,,,,,,,,0.0
2020-11-07 22:09:53,,,,,,,,,,,0.0
2020-11-07 22:09:54,,,,,,,,,,,0.0
2020-11-07 22:09:55,,,,,,,,,,,0.0
2020-11-07 22:09:56,,,,,,,,,,,0.0
2020-11-07 22:09:57,,,,,,,,,,,0.0
2020-11-07 22:09:58,,,,,,,,,,,0.0
2020-11-07 22:09:59,,,,,,,,,,,0.0
2020-11-07 22:10:00,,,,,,,,,,,0.0
2020-11-07 22:10:01,,,,,,,,,,,0.0
2020-11-07 22:10:02,,,,,,,,,,,0.0
2020-11-07 22:10:03,,,,,,,,,,,0.0
2020-11-07 22:10:04,,,,,,,,,,,0.0
2020-11-07 22:10:05,,3.0,,,,,,,,,3.0
2020-11-07 22:10:06,,3.0,,,,,,,,,3.0
2020-11-07 22:10:07,,3.0,,,,7.5,,,,,10.5
2020-11-07 22:10:08,,3.0,,,,7.5,,,,,10.5
2020-11-07 22:10:09,,3.0,,,,7.5,,7.916666666666666,,,18.416666666666664
2020-11-07 22:10:10,,3.0,,,,7.5,,7.916666666666666,,,18.416666666666664
2020-11-07 22:10:11,3.0,3.0,,,3.0259740259740258,7.5,,7.916666666666666,,,24.44264069264069
2020-11-07 22:10:12,3.0,3.0,,,3.0259740259740258,7.5,,7.916666666666666,,,24.44264069264069
2020-11-07 22:10:13,3.0,3.0,,,3.0259740259740258,7.5,,7.916666666666666,,,24.44264069264069
2020-11-07 22:10:14,3.0,3.0,,,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,,120.06764069264071
2020-11-07 22:10:15,3.0,3.0,,,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,,120.06764069264071
2020-11-07 22:10:16,3.0,3.0,,,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,,120.06764069264071
2020-11-07 22:10:17,3.0,3.0,,,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,,120.06764069264071
2020-11-07 22:10:18,3.0,3.0,,2.0,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,,122.06764069264071
2020-11-07 22:10:19,3.0,3.0,,2.0,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,,122.06764069264071
2020-11-07 22:10:20,3.0,2.7039711191335742,,2.0,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,,121.77161181177428
2020-11-07 22:10:21,3.0,2.7039711191335742,,2.0,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,,121.77161181177428
2020-11-07 22:10:22,3.0,2.7039711191335742,,2.0,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,,121.77161181177428
2020-11-07 22:10:23,3.0,2.7039711191335742,,2.0,3.0259740259740258,7.5,14.375,7.916666666666666,81.25,3.0,124.77161181177428
2020-11-07 22:10:24,3.0,2.7039711191335742,,2.0,3.0259740259740258,7.5,14.375,7.7272727272727275,81.25,3.0,124.58221787238031
2020-11-07 22:10:25,3.0,2.7039711191335742,,2.0,3.0259740259740258,7.5,14.375,7.7272727272727275,81.25,3.0,124.58221787238031
2020-11-07 22:10:26,3.0,2.7039711191335742,,2.0,3.1789883268482484,7.5,14.375,7.7272727272727275,81.25,3.0,124.73523217325454
2020-11-07 22:10:27,3.0,2.7039711191335742,137.5,2.0,3.1789883268482484,7.5,14.375,7.7272727272727275,81.25,3.0,262.23523217325453
2020-11-07 22:10:28,3.0,2.7039711191335742,137.5,2.0,3.1789883268482484,7.5,14.375,7.7272727272727275,81.25,3.0,262.23523217325453
2020-11-07 22:10:29,3.0,2.7039711191335742,137.5,2.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.0,273.89321828436556
2020-11-07 22:10:30,3.0,2.7039711191335742,137.5,2.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.0,273.89321828436556
2020-11-07 22:10:31,3.0,2.7039711191335742,137.5,2.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.0,273.89321828436556
2020-11-07 22:10:32,3.0,2.7039711191335742,137.5,2.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.0,273.89321828436556
2020-11-07 22:10:33,3.0,2.7039711191335742,137.5,3.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.0,274.89321828436556
2020-11-07 22:10:34,3.0,2.7039711191335742,137.5,3.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.0,274.89321828436556
2020-11-07 22:10:35,3.0,2.748898678414097,137.5,3.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.0,274.9381458436462
2020-11-07 22:10:36,3.0,2.748898678414097,137.5,3.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.0,274.9381458436462
2020-11-07 22:10:37,3.0,2.748898678414097,137.5,3.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.0,274.9381458436462
2020-11-07 22:10:38,3.0,2.748898678414097,137.5,3.0,3.1789883268482484,7.5,14.921875,7.7272727272727275,92.36111111111113,3.5,275.4381458436462
2020-11-07 22:10:39,3.0,2.748898678414097,137.5,3.0,3.1789883268482484,7.5,14.921875,6.1805555555555545,92.36111111111113,3.5,273.891428671929
2020-11-07 22:10:40,3.0,2.748898678414097,137.5,3.0,3.1789883268482484,7.5,14.921875,6.1805555555555545,92.36111111111113,3.5,273.891428671929
2020-11-07 22:10:41,3.0,2.748898678414097,137.5,3.0,3.0331125827814573,7.5,14.921875,6.1805555555555545,92.36111111111113,3.5,273.74555292786226
2020-11-07 22:10:42,3.0,2.748898678414097,150.0,3.0,3.0331125827814573,7.5,14.921875,6.1805555555555545,92.36111111111113,3.5,286.24555292786226
2020-11-07 22:10:43,3.0,2.748898678414097,150.0,3.0,3.0331125827814573,7.5,14.921875,6.1805555555555545,92.36111111111113,3.5,286.24555292786226
2020-11-07 22:10:44,3.0,2.748898678414097,150.0,3.0,3.0331125827814573,7.5,12.448979591836734,6.1805555555555545,88.15789473684212,3.5,279.56944114542995
2020-11-07 22:10:45,3.0,2.748898678414097,150.0,3.0,3.0331125827814573,7.5,12.448979591836734,6.1805555555555545,88.15789473684212,3.5,279.56944114542995
2020-11-07 22:10:46,3.0,2.748898678414097,150.0,3.0,3.0331125827814573,7.5,12.448979591836734,6.1805555555555545,88.15789473684212,3.5,279.56944114542995
2020-11-07 22:10:47,3.0,2.748898678414097,150.0,3.0,3.0331125827814573,7.5,12.448979591836734,6.1805555555555545,88.15789473684212,3.5,279.56944114542995
2020-11-07 22:10:48,3.0,2.748898678414097,150.0,2.5675675675675675,3.0331125827814573,7.5,12.448979591836734,6.1805555555555545,88.15789473684212,3.5,279.1370087129975
2020-11-07 22:10:49,3.0,2.748898678414097,150.0,2.5675675675675675,3.0331125827814573,7.5,12.448979591836734,6.1805555555555545,88.15789473684212,3.5,279.1370087129975
2020-11-07 22:10:50,3.0,2.5920114122681883,150.0,2.5675675675675675,3.0331125827814573,7.5,12.448979591836734,6.1805555555555545,88.15789473684212,3.5,278.98012144685157
2020-11-07 22:10:51,3.0,2.5920114122681883,150.0,2.5675675675675675,3.0331125827814573,7.5,12.448979591836734,6.1805555555555545,88.15789473684212,3.5,278.98012144685157
2020-11-07 22:10:52,3.0,2.5920114122681883,150.0,2.5675675675675675,3.0331125827814573,7.66025641025641,12.448979591836734,6.1805555555555545,88.15789473684212,3.5,279.14037785710804
2020-11-07 22:10:53,3.0,2.5920114122681883,150.0,2.5675675675675675,3.0331125827814573,7.66025641025641,12.448979591836734,6.1805555555555545,88.15789473684212,3.0,278.64037785710804
2020-11-07 22:10:54,3.0,2.5920114122681883,150.0,2.5675675675675675,3.0331125827814573,7.66025641025641,12.448979591836734,6.875,88.15789473684212,3.0,279.33482230155244
2020-11-07 22:10:55,3.0,2.5920114122681883,150.0,2.5675675675675675,3.0331125827814573,7.66025641025641,12.448979591836734,6.875,88.15789473684212,3.0,279.33482230155244
2020-11-07 22:10:56,3.333333333333333,2.5920114122681883,150.0,2.5675675675675675,2.9952267303102627,7.66025641025641,12.448979591836734,6.875,88.15789473684212,3.0,279.63026978241464
2020-11-07 22:10:57,3.333333333333333,2.5920114122681883,150.0,2.5675675675675675,2.9952267303102627,7.66025641025641,12.448979591836734,6.875,88.15789473684212,3.0,279.63026978241464
2020-11-07 22:10:58,3.333333333333333,2.5920114122681883,150.0,2.5675675675675675,2.9952267303102627,7.66025641025641,12.448979591836734,6.875,88.15789473684212,3.0,279.63026978241464
2020-11-07 22:10:59,3.333333333333333,2.5920114122681883,150.0,2.5675675675675675,2.9952267303102627,7.66025641025641,15.704225352112674,6.875,90.41666666666666,3.0,285.1442874725151
2020-11-07 22:11:00,3.333333333333333,2.5920114122681883,150.0,2.5675675675675675,2.9952267303102627,7.66025641025641,15.704225352112674,6.875,90.41666666666666,3.0,285.1442874725151
2020-11-07 22:11:01,3.333333333333333,2.5920114122681883,150.0,2.5675675675675675,2.9952267303102627,7.66025641025641,15.704225352112674,6.875,90.41666666666666,3.0,285.1442874725151
2020-11-07 22:11:02,3.333333333333333,2.5920114122681883,150.0,2.5675675675675675,2.9952267303102627,7.66025641025641,15.704225352112674,6.875,90.41666666666666,3.0,285.1442874725151
2020-11-07 22:11:03,3.333333333333333,2.5920114122681883,150.0,2.69811320754717,2.9952267303102627,7.66025641025641,15.704225352112674,6.875,90.41666666666666,3.0,285.2748331124947
2020-11-07 22:11:04,3.333333333333333,2.5920114122681883,150.0,2.69811320754717,2.9952267303102627,7.66025641025641,15.704225352112674,6.875,90.41666666666666,3.0,285.2748331124947
2020-11-07 22:11:05,3.333333333333333,2.8081896551724137,150.0,2.69811320754717,2.9952267303102627,7.66025641025641,15.704225352112674,6.875,90.41666666666666,3.0,285.49101135539894
2020-11-07 22:11:06,3.333333333333333,2.8081896551724137,150.0,2.69811320754717,2.9952267303102627,7.66025641025641,15.704225352112674,6.875,90.41666666666666,3.0,285.49101135539894
2020-11-07 22:11:07,3.333333333333333,2.8081896551724137,150.0,2.69811320754717,2.9952267303102627,8.03921568627451,15.704225352112674,6.875,90.41666666666666,3.0,285.869970631417
2020-11-07 22:11:08,3.333333333333333,2.8081896551724137,150.0,2.69811320754717,2.9952267303102627,8.03921568627451,15.704225352112674,6.875,90.41666666666666,3.571428571428571,286.4413992028456
2020-11-07 22:11:09,3.333333333333333,2.8081896551724137,150.0,2.69811320754717,2.9952267303102627,8.03921568627451,15.704225352112674,5.743243243243244,90.41666666666666,3.571428571428571,285.30964244608884
2020-11-07 22:11:10,3.333333333333333,2.8081896551724137,150.0,2.69811320754717,2.9952267303102627,8.03921568627451,15.704225352112674,5.743243243243244,90.41666666666666,3.571428571428571,285.30964244608884
2020-11-07 22:11:11,3.0,2.8081896551724137,150.0,2.69811320754717,3.117647058823529,8.03921568627451,15.704225352112674,5.743243243243244,90.41666666666666,3.571428571428571,285.0987294412688
2020-11-07 22:11:12,3.0,2.8081896551724137,125.0,2.69811320754717,3.117647058823529,8.03921568627451,15.704225352112674,5.743243243243244,90.41666666666666,3.571428571428571,260.0987294412688
2020-11-07 22:11:13,3.0,2.8081896551724137,125.0,2.69811320754717,3.117647058823529,8.03921568627451,15.704225352112674,5.743243243243244,90.41666666666666,3.571428571428571,260.0987294412688
2020-11-07 22:11:14,3.0,2.8081896551724137,125.0,2.69811320754717,3.117647058823529,8.03921568627451,13.608490566037734,5.743243243243244,106.40243902439022,3.571428571428571,273.9887670129174
2020-11-07 22:11:15,3.0,2.8081896551724137,125.0,2.69811320754717,3.117647058823529,8.03921568627451,13.608490566037734,5.743243243243244,106.40243902439022,3.571428571428571,273.9887670129174
2020-11-07 22:11:16,3.0,2.8081896551724137,125.0,2.69811320754717,3.117647058823529,8.03921568627451,13.608490566037734,5.743243243243244,106.40243902439022,3.571428571428571,273.9887670129174
2020-11-07 22:11:17,3.0,2.8081896551724137,125.0,2.69811320754717,3.117647058823529,8.03921568627451,13.608490566037734,5.743243243243244,106.40243902439022,3.571428571428571,273.9887670129174
2020-11-07 22:11:18,3.0,2.8081896551724137,125.0,2.7894736842105257,3.117647058823529,8.03921568627451,13.608490566037734,5.743243243243244,106.40243902439022,3.571428571428571,274.08012748958066
2020-11-07 22:11:19,3.0,2.8081896551724137,125.0,2.7894736842105257,3.117647058823529,8.03921568627451,13.608490566037734,5.743243243243244,106.40243902439022,3.571428571428571,274.08012748958066
2020-11-07 22:11:20,3.0,2.4962717481358743,125.0,2.7894736842105257,3.117647058823529,8.03921568627451,13.608490566037734,5.743243243243244,106.40243902439022,3.571428571428571,273.76820958254416
2020-11-07 22:11:21,3.0,2.4962717481358743,125.0,2.7894736842105257,3.117647058823529,8.03921568627451,13.608490566037734,5.743243243243244,106.40243902439022,3.571428571428571,273.76820958254416
2020-11-07 22:11:22,3.0,2.4962717481358743,125.0,2.7894736842105257,3.117647058823529,8.129496402877699,13.608490566037734,5.743243243243244,106.40243902439022,3.571428571428571,273.85849029914743
2020-11-07 22:11:23,3.0,2.4962717481358743,125.0,2.7894736842105257,3.117647058823529,8.129496402877699,13.608490566037734,5.743243243243244,106.40243902439022,3.0,273.2870617277188
2020-11-07 22:11:24,3.0,2.4962717481358743,125.0,2.7894736842105257,3.117647058823529,8.129496402877699,13.608490566037734,5.090909090909092,106.40243902439022,3.0,272.63472757538466
2020-11-07 22:11:25,3.0,2.4962717481358743,125.0,2.7894736842105257,3.117647058823529,8.129496402877699,13.608490566037734,5.090909090909092,106.40243902439022,3.0,272.63472757538466
2020-11-07 22:11:26,3.0,2.4962717481358743,125.0,2.7894736842105257,3.3754152823920265,8.129496402877699,13.608490566037734,5.090909090909092,106.40243902439022,3.0,272.8924957989532
2020-11-07 22:11:27,3.0,2.4962717481358743,164.28571428571428,2.7894736842105257,3.3754152823920265,8.129496402877699,13.608490566037734,5.090909090909092,106.40243902439022,3.0,312.17821008466746
2020-11-07 22:11:28,3.0,2.4962717481358743,164.28571428571428,2.7894736842105257,3.3754152823920265,8.129496402877699,13.608490566037734,5.090909090909092,106.40243902439022,3.0,312.17821008466746
2020-11-07 22:11:29,3.0,2.4962717481358743,164.28571428571428,2.7894736842105257,3.3754152823920265,8.129496402877699,16.76829268292683,5.090909090909092,192.3076923076923,3.0,401.2432654848586
2020-11-07 22:11:30,3.0,2.4962717481358743,164.28571428571428,2.7894736842105257,3.3754152823920265,8.129496402877699,16.76829268292683,5.090909090909092,192.3076923076923,3.0,401.2432654848586
2020-11-07 22:11:31,3.0,2.4962717481358743,164.28571428571428,2.7894736842105257,3.3754152823920265,8.129496402877699,16.76829268292683,5.090909090909092,192.3076923076923,3.0,401.2432654848586
2020-11-07 22:11:32,3.0,2.4962717481358743,164.28571428571428,2.7894736842105257,3.3754152823920265,8.129496402877699,16.76829268292683,5.090909090909092,192.3076923076923,3.0,401.2432654848586
2020-11-07 22:11:33,3.0,2.4962717481358743,164.28571428571428,2.3793103448275863,3.3754152823920265,8.129496402877699,16.76829268292683,5.090909090909092,192.3076923076923,3.0,400.8331021454757
2020-11-07 22:11:34,3.0,2.4962717481358743,164.28571428571428,2.3793103448275863,3.3754152823920265,8.129496402877699,16.76829268292683,5.090909090909092,192.3076923076923,3.0,400.8331021454757
2020-11-07 22:11:35,3.0,2.8542944785276068,164.28571428571428,2.3793103448275863,3.3754152823920265,8.129496402877699,16.76829268292683,5.090909090909092,192.3076923076923,3.0,401.1911248758674
2020-11-07 22:11:36,3.0,2.8542944785276068,164.28571428571428,2.3793103448275863,3.3754152823920265,8.129496402877699,16.76829268292683,5.090909090909092,192.3076923076923,3.0,401.1911248758674
2020-11-07 22:11:37,3.0,2.8542944785276068,164.28571428571428,2.3793103448275863,3.3754152823920265,8.484848484848486,16.76829268292683,5.090909090909092,192.3076923076923,3.0,401.5464769578382
2020-11-07 22:11:38,3.0,2.8542944785276068,164.28571428571428,2.3793103448275863,3.3754152823920265,8.484848484848486,16.76829268292683,5.090909090909092,192.3076923076923,3.0,401.5464769578382
2020-11-07 22:11:39,3.0,2.8542944785276068,164.28571428571428,2.3793103448275863,3.3754152823920265,8.484848484848486,16.76829268292683,5.8730158730158735,192.3076923076923,3.0,402.328583739945
2020-11-07 22:11:40,3.0,2.8542944785276068,164.28571428571428,2.3793103448275863,3.3754152823920265,8.484848484848486,16.76829268292683,5.8730158730158735,192.3076923076923,3.0,402.328583739945
2020-11-07 22:11:41,3.0,2.8542944785276068,164.28571428571428,2.3793103448275863,3.603498542274053,8.484848484848486,16.76829268292683,5.8730158730158735,192.3076923076923,3.0,402.55666699982703
2020-11-07 22:11:42,3.0,2.8542944785276068,175.0,2.3793103448275863,3.603498542274053,8.484848484848486,16.76829268292683,5.8730158730158735,192.3076923076923,3.0,413.2709527141127
2020-11-07 22:11:43,3.0,2.8542944785276068,175.0,2.3793103448275863,3.603498542274053,8.484848484848486,16.76829268292683,5.8730158730158735,192.3076923076923,3.0,413.2709527141127
2020-11-07 22:11:44,3.0,2.8542944785276068,175.0,2.3793103448275863,3.603498542274053,8.484848484848486,16.96043165467626,5.8730158730158735,194.0677966101695,3.0,415.2231959883394
2020-11-07 22:11:45,3.0,2.8542944785276068,175.0,2.3793103448275863,3.603498542274053,8.484848484848486,16.96043165467626,5.8730158730158735,194.0677966101695,3.0,415.2231959883394
2020-11-07 22:11:46,3.0,2.8542944785276068,175.0,2.3793103448275863,3.603498542274053,8.484848484848486,16.96043165467626,5.8730158730158735,194.0677966101695,3.0,415.2231959883394
2020-11-07 22:11:47,3.0,2.8542944785276068,175.0,2.3793103448275863,3.603498542274053,8.484848484848486,16.96043165467626,5.8730158730158735,194.0677966101695,3.0,415.2231959883394
2020-11-07 22:11:48,3.0,2.8542944785276068,175.0,2.547169811320755,3.603498542274053,8.484848484848486,16.96043165467626,5.8730158730158735,194.0677966101695,3.0,415.39105545483255
2020-11-07 22:11:49,3.0,2.8542944785276068,175.0,2.547169811320755,3.603498542274053,8.484848484848486,16.96043165467626,5.8730158730158735,194.0677966101695,3.0,415.39105545483255
2020-11-07 22:11:50,3.0,2.8434108527131787,175.0,2.547169811320755,3.603498542274053,8.484848484848486,16.96043165467626,5.8730158730158735,194.0677966101695,3.0,415.3801718290181
2020-11-07 22:11:51,3.0,2.8434108527131787,175.0,2.547169811320755,3.603498542274053,8.484848484848486,16.96043165467626,5.8730158730158735,194.0677966101695,3.0,415.3801718290181
