Time,productcatalogservice,adservice,currencyservice,shippingservice,paymentservice,checkoutservice,cartservice,emailservice,frontend,recommendationservice,Total
2020-12-18 19:29:40,2.0,8.333333333333332,0.4166666666666666,0.25,,,3.6666666666666665,,75.0,6.666666666666668,96.33333333333331
2020-12-18 19:29:41,2.0,8.333333333333332,3.0,0.25,,,3.6666666666666665,,75.0,6.666666666666668,98.91666666666669
2020-12-18 19:29:42,1.96,8.333333333333332,3.0,0.25,,37.5,3.6666666666666665,,75.0,6.666666666666668,136.37666666666664
2020-12-18 19:29:43,1.96,8.333333333333332,3.0,0.25,0.25,37.5,3.6666666666666665,,75.0,6.666666666666668,136.62666666666664
2020-12-18 19:29:44,1.96,8.333333333333332,3.0,0.25,0.25,37.5,3.6666666666666665,,75.0,6.666666666666668,136.62666666666664
2020-12-18 19:29:45,1.96,8.333333333333332,3.0,3.0,0.25,37.5,3.6666666666666665,3.0,75.0,6.666666666666668,142.3766666666666
2020-12-18 19:29:46,1.96,8.333333333333332,3.0,3.0,0.25,37.5,3.6666666666666665,3.0,75.0,6.666666666666668,142.3766666666666
2020-12-18 19:29:47,1.96,8.333333333333332,3.0,3.0,0.25,37.5,3.6666666666666665,3.0,75.0,6.666666666666668,142.3766666666666
2020-12-18 19:29:48,1.96,8.333333333333332,3.0,3.0,0.25,37.5,3.6666666666666665,3.0,58.33333333333333,6.666666666666668,125.71
2020-12-18 19:29:49,1.96,8.333333333333332,3.0,3.0,0.25,37.5,3.6666666666666665,3.0,58.33333333333333,6.666666666666668,125.71
2020-12-18 19:29:50,1.96,8.333333333333332,3.0,3.0,0.25,37.5,3.6666666666666665,3.0,58.33333333333333,6.666666666666668,125.71
2020-12-18 19:29:51,1.96,8.333333333333332,3.0,3.0,0.25,37.5,3.6666666666666665,3.0,58.33333333333333,6.666666666666668,125.71
2020-12-18 19:29:52,1.96,8.333333333333332,3.0,3.0,0.25,37.5,3.6666666666666665,3.0,58.33333333333333,6.666666666666668,125.71
2020-12-18 19:29:53,1.96,4.0,3.0,3.0,0.25,37.5,3.6666666666666665,3.0,58.33333333333333,6.666666666666668,121.37666666666668
2020-12-18 19:29:54,1.96,4.0,3.0,3.0,0.25,37.5,4.6,3.0,58.33333333333333,6.666666666666668,122.31
2020-12-18 19:29:55,1.96,4.0,3.0,3.0,0.25,37.5,4.6,3.0,58.33333333333333,6.666666666666668,122.31
2020-12-18 19:29:56,1.96,4.0,3.0,3.0,0.25,37.5,4.6,3.0,58.33333333333333,6.666666666666668,122.31
2020-12-18 19:29:57,1.2000000000000006,4.0,3.0,3.0,0.25,75.0,4.6,3.0,58.33333333333333,6.666666666666668,159.04999999999995
2020-12-18 19:29:58,1.2000000000000006,4.0,3.0,3.0,3.0,75.0,4.6,3.0,58.33333333333333,6.666666666666668,161.79999999999995
2020-12-18 19:29:59,1.2000000000000006,4.0,3.0,3.0,3.0,75.0,4.6,3.0,58.33333333333333,6.666666666666668,161.79999999999995
2020-12-18 19:30:00,1.2000000000000006,4.0,3.0,0.25,3.0,75.0,4.6,3.0,58.33333333333333,6.666666666666668,159.04999999999995
2020-12-18 19:30:01,1.2000000000000006,4.0,3.0,0.25,3.0,75.0,4.6,3.0,58.33333333333333,6.666666666666668,159.04999999999995
2020-12-18 19:30:02,1.2000000000000006,4.0,3.0,0.25,3.0,75.0,4.6,3.0,58.33333333333333,6.666666666666668,159.04999999999995
2020-12-18 19:30:03,1.2000000000000006,4.0,3.0,0.25,3.0,75.0,4.6,3.0,75.0,6.666666666666668,175.71666666666667
2020-12-18 19:30:04,1.2000000000000006,4.0,3.0,0.25,3.0,75.0,4.6,3.0,75.0,6.666666666666668,175.71666666666667
2020-12-18 19:30:05,1.2000000000000006,4.0,3.0,0.25,3.0,75.0,4.6,3.0,75.0,6.666666666666668,175.71666666666667
2020-12-18 19:30:06,1.2000000000000006,4.0,3.0,0.25,3.0,75.0,4.6,3.0,75.0,6.666666666666668,175.71666666666667
2020-12-18 19:30:07,1.2000000000000006,4.0,3.0,0.25,3.0,75.0,4.6,3.0,75.0,12.5,181.55
2020-12-18 19:30:08,1.2000000000000006,6.25,3.0,0.25,3.0,75.0,4.6,3.0,75.0,12.5,183.8
2020-12-18 19:30:09,1.2000000000000006,6.25,3.0,0.25,3.0,75.0,7.0,3.0,75.0,12.5,186.2
2020-12-18 19:30:10,1.2000000000000006,6.25,3.0,0.25,3.0,75.0,7.0,3.0,75.0,12.5,186.2
2020-12-18 19:30:11,1.2000000000000006,6.25,3.0,0.25,3.0,75.0,7.0,3.0,75.0,12.5,186.2
2020-12-18 19:30:12,2.8000000000000003,6.25,3.0,0.25,3.0,,7.0,3.0,75.0,12.5,112.8
2020-12-18 19:30:13,2.8000000000000003,6.25,3.0,0.25,,,7.0,3.0,75.0,12.5,109.8
2020-12-18 19:30:14,2.8000000000000003,6.25,3.0,0.25,,,7.0,3.0,75.0,12.5,109.8
2020-12-18 19:30:15,2.8000000000000003,6.25,3.0,3.0,,,7.0,,75.0,12.5,109.55
2020-12-18 19:30:16,2.8000000000000003,6.25,3.0,3.0,,,7.0,,75.0,12.5,109.55
2020-12-18 19:30:17,2.8000000000000003,6.25,3.0,3.0,,,7.0,,75.0,12.5,109.55
2020-12-18 19:30:18,2.8000000000000003,6.25,3.0,3.0,,,7.0,,75.0,12.5,109.55
2020-12-18 19:30:19,2.8000000000000003,6.25,3.0,3.0,,,7.0,,75.0,12.5,109.55
2020-12-18 19:30:20,2.8000000000000003,6.25,3.0,3.0,,,7.0,,75.0,12.5,109.55
2020-12-18 19:30:21,2.8000000000000003,6.25,3.0,3.0,,,7.0,,75.0,12.5,109.55
2020-12-18 19:30:22,2.8000000000000003,6.25,3.0,3.0,,,7.0,,75.0,25.0,122.05
2020-12-18 19:30:23,2.8000000000000003,5.0,3.0,3.0,,,7.0,,75.0,25.0,120.8
2020-12-18 19:30:24,2.8000000000000003,5.0,3.0,3.0,,,17.5,,75.0,25.0,131.3
2020-12-18 19:30:25,2.8000000000000003,5.0,3.0,3.0,,,17.5,,75.0,25.0,131.3
2020-12-18 19:30:26,2.8000000000000003,5.0,3.0,3.0,,,17.5,,75.0,25.0,131.3
2020-12-18 19:30:27,1.3529411764705883,5.0,3.0,3.0,,,17.5,,75.0,25.0,129.85294117647058
2020-12-18 19:30:28,1.3529411764705883,5.0,3.0,3.0,,,17.5,,75.0,25.0,129.85294117647058
2020-12-18 19:30:29,1.3529411764705883,5.0,3.0,3.0,,,17.5,,75.0,25.0,129.85294117647058
2020-12-18 19:30:30,1.3529411764705883,5.0,3.0,3.0,,,17.5,,75.0,25.0,129.85294117647058
2020-12-18 19:30:31,1.3529411764705883,5.0,3.0,3.0,,,17.5,,75.0,25.0,129.85294117647058
2020-12-18 19:30:32,1.3529411764705883,5.0,3.0,3.0,,,17.5,,75.0,25.0,129.85294117647058
2020-12-18 19:30:33,1.3529411764705883,5.0,3.0,3.0,,,17.5,,62.5,25.0,117.35294117647058
2020-12-18 19:30:34,1.3529411764705883,5.0,3.0,3.0,,,17.5,,62.5,25.0,117.35294117647058
2020-12-18 19:30:35,1.3529411764705883,5.0,3.0,3.0,,,17.5,,62.5,25.0,117.35294117647058
2020-12-18 19:30:36,1.3529411764705883,5.0,3.0,3.0,,,17.5,,62.5,25.0,117.35294117647058
2020-12-18 19:30:37,1.3529411764705883,5.0,3.0,3.0,,,17.5,,62.5,6.25,98.60294117647058
2020-12-18 19:30:38,1.3529411764705883,6.25,3.0,3.0,,,17.5,,62.5,6.25,99.85294117647058
2020-12-18 19:30:39,1.3529411764705883,6.25,3.0,3.0,,,4.0,,62.5,6.25,86.35294117647058
2020-12-18 19:30:40,1.3529411764705883,6.25,3.0,3.0,,,4.0,,62.5,6.25,86.35294117647058
2020-12-18 19:30:41,1.3529411764705883,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,86.6606334841629
2020-12-18 19:30:42,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:43,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:44,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:45,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:46,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:47,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:48,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:49,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:50,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:51,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,6.25,88.22073578595318
2020-12-18 19:30:52,2.9130434782608696,6.25,3.3076923076923075,3.0,,,4.0,,62.5,8.333333333333332,90.30406911928652
2020-12-18 19:30:53,2.9130434782608696,3.6666666666666665,3.3076923076923075,3.0,,,4.0,,62.5,8.333333333333332,87.72073578595318
2020-12-18 19:30:54,2.9130434782608696,3.6666666666666665,3.3076923076923075,3.0,,,7.083333333333334,,62.5,8.333333333333332,90.80406911928652
2020-12-18 19:30:55,2.9130434782608696,3.6666666666666665,3.3076923076923075,3.0,,,7.083333333333334,,62.5,8.333333333333332,90.80406911928652
2020-12-18 19:30:56,2.9130434782608696,3.6666666666666665,1.75,3.0,,,7.083333333333334,,62.5,8.333333333333332,89.2463768115942
2020-12-18 19:30:57,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,62.5,8.333333333333332,89.33333333333331
2020-12-18 19:30:58,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,62.5,8.333333333333332,89.33333333333331
2020-12-18 19:30:59,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,62.5,8.333333333333332,89.33333333333331
2020-12-18 19:31:00,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,62.5,8.333333333333332,89.33333333333331
2020-12-18 19:31:01,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,62.5,8.333333333333332,89.33333333333331
2020-12-18 19:31:02,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,62.5,8.333333333333332,89.33333333333331
2020-12-18 19:31:03,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,75.0,8.333333333333332,101.83333333333331
2020-12-18 19:31:04,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,75.0,8.333333333333332,101.83333333333331
2020-12-18 19:31:05,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,75.0,8.333333333333332,101.83333333333331
2020-12-18 19:31:06,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,75.0,8.333333333333332,101.83333333333331
2020-12-18 19:31:07,3.0,3.6666666666666665,1.75,3.0,,,7.083333333333334,,75.0,8.75,102.25
2020-12-18 19:31:08,3.0,5.0,1.75,3.0,,,7.083333333333334,,75.0,8.75,103.58333333333334
2020-12-18 19:31:09,3.0,5.0,1.75,3.0,,,6.25,,75.0,8.75,102.75
2020-12-18 19:31:10,3.0,5.0,1.75,3.0,,,6.25,,75.0,8.75,102.75
2020-12-18 19:31:11,3.0,5.0,3.0,3.0,,,6.25,,75.0,8.75,104.0
2020-12-18 19:31:12,1.9090909090909092,5.0,3.0,3.0,,,6.25,,75.0,8.75,102.9090909090909
2020-12-18 19:31:13,1.9090909090909092,5.0,3.0,3.0,,,6.25,,75.0,8.75,102.9090909090909
2020-12-18 19:31:14,1.9090909090909092,5.0,3.0,3.0,,,6.25,,75.0,8.75,102.9090909090909
2020-12-18 19:31:15,1.9090909090909092,5.0,3.0,0.25,,,6.25,,75.0,8.75,100.1590909090909
2020-12-18 19:31:16,1.9090909090909092,5.0,3.0,0.25,,,6.25,,75.0,8.75,100.1590909090909
2020-12-18 19:31:17,1.9090909090909092,5.0,3.0,0.25,,,6.25,,75.0,8.75,100.1590909090909
2020-12-18 19:31:18,1.9090909090909092,5.0,3.0,0.25,,,6.25,,75.0,8.75,100.1590909090909
2020-12-18 19:31:19,1.9090909090909092,5.0,3.0,0.25,,,6.25,,75.0,8.75,100.1590909090909
2020-12-18 19:31:20,1.9090909090909092,5.0,3.0,0.25,,,6.25,,75.0,8.75,100.1590909090909
2020-12-18 19:31:21,1.9090909090909092,5.0,3.0,0.25,,,6.25,,75.0,8.75,100.1590909090909
2020-12-18 19:31:22,1.9090909090909092,5.0,3.0,0.25,,,6.25,,75.0,7.5,98.9090909090909
2020-12-18 19:31:23,1.9090909090909092,7.5,3.0,0.25,,,6.25,,75.0,7.5,101.4090909090909
2020-12-18 19:31:24,1.9090909090909092,7.5,3.0,0.25,,,5.0,,75.0,7.5,100.1590909090909
2020-12-18 19:31:25,1.9090909090909092,7.5,3.0,0.25,,,5.0,,75.0,7.5,100.1590909090909
2020-12-18 19:31:26,1.9090909090909092,7.5,2.6,0.25,,,5.0,,75.0,7.5,99.7590909090909
2020-12-18 19:31:27,3.0625,7.5,2.6,0.25,,,5.0,,75.0,7.5,100.9125
2020-12-18 19:31:28,3.0625,7.5,2.6,0.25,,,5.0,,75.0,7.5,100.9125
2020-12-18 19:31:29,3.0625,7.5,2.6,0.25,,,5.0,,75.0,7.5,100.9125
2020-12-18 19:31:30,3.0625,7.5,2.6,3.0,,,5.0,,75.0,7.5,103.6625
2020-12-18 19:31:31,3.0625,7.5,2.6,3.0,,,5.0,,75.0,7.5,103.6625
2020-12-18 19:31:32,3.0625,7.5,2.6,3.0,,,5.0,,75.0,7.5,103.6625
2020-12-18 19:31:33,3.0625,7.5,2.6,3.0,,,5.0,,75.0,7.5,103.6625
2020-12-18 19:31:34,3.0625,7.5,2.6,3.0,,,5.0,,75.0,7.5,103.6625
2020-12-18 19:31:35,3.0625,7.5,2.6,3.0,,,5.0,,75.0,7.5,103.6625
2020-12-18 19:31:36,3.0625,7.5,2.6,3.0,,,5.0,,75.0,7.5,103.6625
2020-12-18 19:31:37,3.0625,7.5,2.6,3.0,,,5.0,,75.0,8.75,104.9125
2020-12-18 19:31:38,3.0625,7.5,2.6,3.0,,,5.0,,75.0,8.75,104.9125
2020-12-18 19:31:39,3.0625,7.5,2.6,3.0,,,8.75,,75.0,8.75,108.6625
2020-12-18 19:31:40,3.0625,7.5,2.6,3.0,,,8.75,,75.0,8.75,108.6625
2020-12-18 19:31:41,3.0625,7.5,3.1818181818181817,3.0,,,8.75,,75.0,8.75,109.2443181818182
2020-12-18 19:31:42,3.0,7.5,3.1818181818181817,3.0,,,8.75,,75.0,8.75,109.1818181818182
2020-12-18 19:31:43,3.0,7.5,3.1818181818181817,3.0,,,8.75,,75.0,8.75,109.1818181818182
2020-12-18 19:31:44,3.0,7.5,3.1818181818181817,3.0,,,8.75,,75.0,8.75,109.1818181818182
2020-12-18 19:31:45,3.0,7.5,3.1818181818181817,3.0,,,8.75,,75.0,8.75,109.1818181818182
2020-12-18 19:31:46,3.0,7.5,3.1818181818181817,3.0,,,8.75,,75.0,8.75,109.1818181818182
2020-12-18 19:31:47,3.0,7.5,3.1818181818181817,3.0,,,8.75,,75.0,8.75,109.1818181818182
2020-12-18 19:31:48,3.0,7.5,3.1818181818181817,3.0,,,8.75,,83.33333333333333,8.75,117.5151515151515
2020-12-18 19:31:49,3.0,7.5,3.1818181818181817,3.0,,,8.75,,83.33333333333333,8.75,117.5151515151515
2020-12-18 19:31:50,3.0,7.5,3.1818181818181817,3.0,,,8.75,,83.33333333333333,8.75,117.5151515151515
2020-12-18 19:31:51,3.0,7.5,3.1818181818181817,3.0,,,8.75,,83.33333333333333,8.75,117.5151515151515
2020-12-18 19:31:52,3.0,7.5,3.1818181818181817,3.0,,,8.75,,83.33333333333333,13.75,122.5151515151515
2020-12-18 19:31:53,3.0,7.5,3.1818181818181817,3.0,,,8.75,,83.33333333333333,13.75,122.5151515151515
2020-12-18 19:31:54,3.0,7.5,3.1818181818181817,3.0,,,7.5,,83.33333333333333,13.75,121.2651515151515
2020-12-18 19:31:55,3.0,7.5,3.1818181818181817,3.0,,,7.5,,83.33333333333333,13.75,121.2651515151515
2020-12-18 19:31:56,3.0,7.5,3.0,3.0,,,7.5,,83.33333333333333,13.75,121.08333333333331
2020-12-18 19:31:57,3.0,7.5,3.0,3.0,,375.0,7.5,,83.33333333333333,13.75,496.08333333333326
2020-12-18 19:31:58,3.0,7.5,3.0,3.0,3.0,375.0,7.5,,83.33333333333333,13.75,499.08333333333326
2020-12-18 19:31:59,3.0,7.5,3.0,3.0,3.0,375.0,7.5,,83.33333333333333,13.75,499.08333333333326
2020-12-18 19:32:00,3.0,7.5,3.0,3.0,3.0,375.0,7.5,3.0,83.33333333333333,13.75,502.08333333333326
2020-12-18 19:32:01,3.0,7.5,3.0,3.0,3.0,375.0,7.5,3.0,83.33333333333333,13.75,502.08333333333326
2020-12-18 19:32:02,3.0,7.5,3.0,3.0,3.0,375.0,7.5,3.0,83.33333333333333,13.75,502.08333333333326
2020-12-18 19:32:03,3.0,7.5,3.0,3.0,3.0,375.0,7.5,3.0,83.33333333333333,13.75,502.08333333333326
2020-12-18 19:32:04,3.0,7.5,3.0,3.0,3.0,375.0,7.5,3.0,83.33333333333333,13.75,502.08333333333326
2020-12-18 19:32:05,3.0,7.5,3.0,3.0,3.0,375.0,7.5,3.0,83.33333333333333,13.75,502.08333333333326
2020-12-18 19:32:06,3.0,7.5,3.0,3.0,3.0,375.0,7.5,3.0,83.33333333333333,13.75,502.08333333333326
2020-12-18 19:32:07,3.0,7.5,3.0,3.0,3.0,375.0,7.5,3.0,83.33333333333333,8.5,496.83333333333326
2020-12-18 19:32:08,3.0,7.5,3.0,3.0,3.0,375.0,7.5,3.0,83.33333333333333,8.5,496.83333333333326
2020-12-18 19:32:09,3.0,7.5,3.0,3.0,3.0,375.0,7.8125,3.0,83.33333333333333,8.5,497.14583333333326
2020-12-18 19:32:10,3.0,7.5,3.0,3.0,3.0,375.0,7.8125,3.0,83.33333333333333,8.5,497.14583333333326
2020-12-18 19:32:11,3.0,7.5,3.0,3.0,3.0,375.0,7.8125,3.0,83.33333333333333,8.5,497.14583333333326
2020-12-18 19:32:12,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,83.33333333333333,8.5,297.1458333333333
2020-12-18 19:32:13,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,83.33333333333333,8.5,297.1458333333333
2020-12-18 19:32:14,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,83.33333333333333,8.5,297.1458333333333
2020-12-18 19:32:15,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,83.33333333333333,8.5,297.1458333333333
2020-12-18 19:32:16,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,83.33333333333333,8.5,297.1458333333333
2020-12-18 19:32:17,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,83.33333333333333,8.5,297.1458333333333
2020-12-18 19:32:18,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,75.0,8.5,288.8125
2020-12-18 19:32:19,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,75.0,8.5,288.8125
2020-12-18 19:32:20,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,75.0,8.5,288.8125
2020-12-18 19:32:21,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,75.0,8.5,288.8125
2020-12-18 19:32:22,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,75.0,8.75,289.0625
2020-12-18 19:32:23,3.0,7.5,3.0,3.0,3.0,175.0,7.8125,3.0,75.0,8.75,289.0625
2020-12-18 19:32:24,3.0,7.5,3.0,3.0,3.0,175.0,7.5,3.0,75.0,8.75,288.75
2020-12-18 19:32:25,3.0,7.5,3.0,3.0,3.0,175.0,7.5,3.0,75.0,8.75,288.75
2020-12-18 19:32:26,3.0,7.5,3.2857142857142856,3.0,3.0,175.0,7.5,3.0,75.0,8.75,289.0357142857143
2020-12-18 19:32:27,2.0,7.5,3.2857142857142856,3.0,3.0,,7.5,3.0,75.0,8.75,113.03571428571428
2020-12-18 19:32:28,2.0,7.5,3.2857142857142856,3.0,,,7.5,3.0,75.0,8.75,110.03571428571428
2020-12-18 19:32:29,2.0,7.5,3.2857142857142856,3.0,,,7.5,3.0,75.0,8.75,110.03571428571428
2020-12-18 19:32:30,2.0,7.5,3.2857142857142856,2.0,,,7.5,,75.0,8.75,106.03571428571428
2020-12-18 19:32:31,2.0,7.5,3.2857142857142856,2.0,,,7.5,,75.0,8.75,106.03571428571428
2020-12-18 19:32:32,2.0,7.5,3.2857142857142856,2.0,,,7.5,,75.0,8.75,106.03571428571428
2020-12-18 19:32:33,2.0,7.5,3.2857142857142856,2.0,,,7.5,,81.25,8.75,112.28571428571428
2020-12-18 19:32:34,2.0,7.5,3.2857142857142856,2.0,,,7.5,,81.25,8.75,112.28571428571428
2020-12-18 19:32:35,2.0,7.5,3.2857142857142856,2.0,,,7.5,,81.25,8.75,112.28571428571428
2020-12-18 19:32:36,2.0,7.5,3.2857142857142856,2.0,,,7.5,,81.25,8.75,112.28571428571428
2020-12-18 19:32:37,2.0,7.5,3.2857142857142856,2.0,,,7.5,,81.25,8.333333333333332,111.86904761904758
2020-12-18 19:32:38,2.0,7.5,3.2857142857142856,2.0,,,7.5,,81.25,8.333333333333332,111.86904761904758
2020-12-18 19:32:39,2.0,7.5,3.2857142857142856,2.0,,,8.333333333333332,,81.25,8.333333333333332,112.70238095238096
2020-12-18 19:32:40,2.0,7.5,3.2857142857142856,2.0,,,8.333333333333332,,81.25,8.333333333333332,112.70238095238096
2020-12-18 19:32:41,2.0,7.5,3.9090909090909087,2.0,,,8.333333333333332,,81.25,8.333333333333332,113.32575757575758
2020-12-18 19:32:42,3.0,7.5,3.9090909090909087,2.0,,,8.333333333333332,,81.25,8.333333333333332,114.32575757575758
2020-12-18 19:32:43,3.0,7.5,3.9090909090909087,2.0,,,8.333333333333332,,81.25,8.333333333333332,114.32575757575758
2020-12-18 19:32:44,3.0,7.5,3.9090909090909087,2.0,,,8.333333333333332,,81.25,8.333333333333332,114.32575757575758
2020-12-18 19:32:45,3.0,7.5,3.9090909090909087,3.0,,,8.333333333333332,,81.25,8.333333333333332,115.32575757575758
2020-12-18 19:32:46,3.0,7.5,3.9090909090909087,3.0,,,8.333333333333332,,81.25,8.333333333333332,115.32575757575758
2020-12-18 19:32:47,3.0,7.5,3.9090909090909087,3.0,,,8.333333333333332,,81.25,8.333333333333332,115.32575757575758
2020-12-18 19:32:48,3.0,7.5,3.9090909090909087,3.0,,,8.333333333333332,,87.5,8.333333333333332,121.57575757575758
2020-12-18 19:32:49,3.0,7.5,3.9090909090909087,3.0,,,8.333333333333332,,87.5,8.333333333333332,121.57575757575758
2020-12-18 19:32:50,3.0,7.5,3.9090909090909087,3.0,,,8.333333333333332,,87.5,8.333333333333332,121.57575757575758
2020-12-18 19:32:51,3.0,7.5,3.9090909090909087,3.0,,,8.333333333333332,,87.5,8.333333333333332,121.57575757575758
2020-12-18 19:32:52,3.0,7.5,3.9090909090909087,3.0,,,8.333333333333332,,87.5,13.75,126.99242424242424
2020-12-18 19:32:53,3.0,7.5,3.9090909090909087,3.0,,,8.333333333333332,,87.5,13.75,126.99242424242424
2020-12-18 19:32:54,3.0,7.5,3.9090909090909087,3.0,,,7.5,,87.5,13.75,126.1590909090909
2020-12-18 19:32:55,3.0,7.5,3.9090909090909087,3.0,,,7.5,,87.5,13.75,126.1590909090909
2020-12-18 19:32:56,3.0,7.5,3.0,3.0,,,7.5,,87.5,13.75,125.25
2020-12-18 19:32:57,0.5,7.5,3.0,3.0,,,7.5,,87.5,13.75,122.75
2020-12-18 19:32:58,0.5,7.5,3.0,3.0,,,7.5,,87.5,13.75,122.75
2020-12-18 19:32:59,0.5,7.5,3.0,3.0,,,7.5,,87.5,13.75,122.75
2020-12-18 19:33:00,0.5,7.5,3.0,,,,7.5,,87.5,13.75,119.75
2020-12-18 19:33:01,0.5,7.5,3.0,,,,7.5,,87.5,13.75,119.75
2020-12-18 19:33:02,0.5,7.5,3.0,,,,7.5,,87.5,13.75,119.75
2020-12-18 19:33:03,0.5,7.5,3.0,,,,7.5,,50.0,13.75,82.25
2020-12-18 19:33:04,0.5,7.5,3.0,,,,7.5,,50.0,13.75,82.25
2020-12-18 19:33:05,0.5,7.5,3.0,,,,7.5,,50.0,13.75,82.25
2020-12-18 19:33:06,0.5,7.5,3.0,,,,7.5,,50.0,13.75,82.25
2020-12-18 19:33:07,0.5,7.5,3.0,,,,7.5,,50.0,5.0,73.5
2020-12-18 19:33:08,0.5,5.0,3.0,,,,7.5,,50.0,5.0,71.0
2020-12-18 19:33:09,0.5,5.0,3.0,,,,5.0,,50.0,5.0,68.5
2020-12-18 19:33:10,0.5,5.0,3.0,,,,5.0,,50.0,5.0,68.5
2020-12-18 19:33:11,0.5,5.0,3.0,,,,5.0,,50.0,5.0,68.5
2020-12-18 19:33:12,3.0,5.0,3.0,,,,5.0,,50.0,5.0,71.0
2020-12-18 19:33:13,3.0,5.0,3.0,,,,5.0,,50.0,5.0,71.0
