Time,recommendationservice,currencyservice,productcatalogservice,checkoutservice,cartservice,adservice,emailservice,frontend,paymentservice,shippingservice,Total
2020-11-08 14:58:38,9.264705882352944,2.640845070422535,2.94758064516129,175.0,3.745098039215687,4.8048780487804885,5.0,71.5909090909091,2.0,3.0,279.99401677684205
2020-11-08 14:58:39,9.264705882352944,2.640845070422535,2.94758064516129,175.0,3.745098039215687,4.8048780487804885,5.0,71.5909090909091,2.0,3.0,279.99401677684205
2020-11-08 14:58:40,10.357142857142858,2.640845070422535,2.94758064516129,175.0,4.1645569620253164,4.8048780487804885,7.500000000000001,71.5909090909091,2.0,3.0,284.0059126744416
2020-11-08 14:58:41,10.357142857142858,2.640845070422535,2.94758064516129,175.0,4.1645569620253164,4.8048780487804885,7.500000000000001,71.5909090909091,2.0,3.0,284.0059126744416
2020-11-08 14:58:42,10.357142857142858,2.640845070422535,2.94758064516129,175.0,4.1645569620253164,4.8048780487804885,7.500000000000001,71.5909090909091,2.0,3.0,284.0059126744416
2020-11-08 14:58:43,10.357142857142858,2.7340720221606647,2.94758064516129,175.0,4.1645569620253164,4.8048780487804885,7.500000000000001,71.5909090909091,2.0,3.0,284.0991396261797
2020-11-08 14:58:44,10.357142857142858,2.7340720221606647,2.94758064516129,175.0,4.1645569620253164,4.8048780487804885,7.500000000000001,71.5909090909091,2.0,3.0,284.0991396261797
2020-11-08 14:58:45,10.357142857142858,2.7340720221606647,2.94758064516129,160.0,4.1645569620253164,4.8048780487804885,7.500000000000001,79.3103448275862,2.0,3.0,276.81857536285685
2020-11-08 14:58:46,10.357142857142858,2.7340720221606647,2.94758064516129,160.0,4.1645569620253164,4.8048780487804885,7.500000000000001,79.3103448275862,2.0,3.0,276.81857536285685
2020-11-08 14:58:47,10.357142857142858,2.7340720221606647,2.94758064516129,160.0,4.1645569620253164,4.8048780487804885,7.500000000000001,79.3103448275862,2.0,3.0,276.81857536285685
2020-11-08 14:58:48,10.357142857142858,2.7340720221606647,2.94758064516129,160.0,4.1645569620253164,4.8048780487804885,7.500000000000001,79.3103448275862,2.0,3.0,276.81857536285685
2020-11-08 14:58:49,10.357142857142858,2.7340720221606647,2.94758064516129,160.0,4.1645569620253164,4.890909090909091,7.500000000000001,79.3103448275862,2.0,3.0,276.90460640498543
2020-11-08 14:58:50,10.357142857142858,2.7340720221606647,2.94758064516129,160.0,4.1645569620253164,4.890909090909091,7.500000000000001,79.3103448275862,3.4,2.6279069767441863,277.93251338172956
2020-11-08 14:58:51,10.357142857142858,2.7340720221606647,2.94758064516129,160.0,4.1645569620253164,4.890909090909091,7.500000000000001,79.3103448275862,3.4,2.6279069767441863,277.93251338172956
2020-11-08 14:58:52,10.357142857142858,2.7340720221606647,2.94758064516129,160.0,4.1645569620253164,4.890909090909091,7.500000000000001,79.3103448275862,3.4,2.6279069767441863,277.93251338172956
2020-11-08 14:58:53,10.357142857142858,2.7340720221606647,2.771794871794872,160.0,4.1645569620253164,4.890909090909091,7.500000000000001,79.3103448275862,3.4,2.6279069767441863,277.7567276083632
2020-11-08 14:58:54,10.357142857142858,2.7340720221606647,2.771794871794872,160.0,4.1645569620253164,4.890909090909091,7.500000000000001,79.3103448275862,3.4,2.6279069767441863,277.7567276083632
2020-11-08 14:58:55,11.384615384615385,2.7340720221606647,2.771794871794872,160.0,4.8928571428571415,4.890909090909091,3.363636363636364,79.3103448275862,3.4,2.6279069767441863,275.37613668030394
2020-11-08 14:58:56,11.384615384615385,2.7340720221606647,2.771794871794872,160.0,4.8928571428571415,4.890909090909091,3.363636363636364,79.3103448275862,3.4,2.6279069767441863,275.37613668030394
2020-11-08 14:58:57,11.384615384615385,2.7340720221606647,2.771794871794872,160.0,4.8928571428571415,4.890909090909091,3.363636363636364,79.3103448275862,3.4,2.6279069767441863,275.37613668030394
2020-11-08 14:58:58,11.384615384615385,2.8674698795180724,2.771794871794872,160.0,4.8928571428571415,4.890909090909091,3.363636363636364,79.3103448275862,3.4,2.6279069767441863,275.5095345376613
2020-11-08 14:58:59,11.384615384615385,2.8674698795180724,2.771794871794872,160.0,4.8928571428571415,4.890909090909091,3.363636363636364,79.3103448275862,3.4,2.6279069767441863,275.5095345376613
2020-11-08 14:59:00,11.384615384615385,2.8674698795180724,2.771794871794872,95.83333333333331,4.8928571428571415,4.890909090909091,3.363636363636364,90.0735294117647,3.4,2.6279069767441863,222.10605245517314
2020-11-08 14:59:01,11.384615384615385,2.8674698795180724,2.771794871794872,95.83333333333331,4.8928571428571415,4.890909090909091,3.363636363636364,90.0735294117647,3.4,2.6279069767441863,222.10605245517314
2020-11-08 14:59:02,11.384615384615385,2.8674698795180724,2.771794871794872,95.83333333333331,4.8928571428571415,4.890909090909091,3.363636363636364,90.0735294117647,3.4,2.6279069767441863,222.10605245517314
2020-11-08 14:59:03,11.384615384615385,2.8674698795180724,2.771794871794872,95.83333333333331,4.8928571428571415,4.890909090909091,3.363636363636364,90.0735294117647,3.4,2.6279069767441863,222.10605245517314
2020-11-08 14:59:04,11.384615384615385,2.8674698795180724,2.771794871794872,95.83333333333331,4.8928571428571415,4.351351351351353,3.363636363636364,90.0735294117647,3.4,2.6279069767441863,221.56649471561542
2020-11-08 14:59:05,11.384615384615385,2.8674698795180724,2.771794871794872,95.83333333333331,4.8928571428571415,4.351351351351353,3.363636363636364,90.0735294117647,2.555555555555556,2.875,220.96914329442677
2020-11-08 14:59:06,11.384615384615385,2.8674698795180724,2.771794871794872,95.83333333333331,4.8928571428571415,4.351351351351353,3.363636363636364,90.0735294117647,2.555555555555556,2.875,220.96914329442677
2020-11-08 14:59:07,11.384615384615385,2.8674698795180724,2.771794871794872,95.83333333333331,4.8928571428571415,4.351351351351353,3.363636363636364,90.0735294117647,2.555555555555556,2.875,220.96914329442677
2020-11-08 14:59:08,11.384615384615385,2.8674698795180724,2.6462167689161555,95.83333333333331,4.8928571428571415,4.351351351351353,3.363636363636364,90.0735294117647,2.555555555555556,2.875,220.84356519154804
2020-11-08 14:59:09,11.384615384615385,2.8674698795180724,2.6462167689161555,95.83333333333331,4.8928571428571415,4.351351351351353,3.363636363636364,90.0735294117647,2.555555555555556,2.875,220.84356519154804
2020-11-08 14:59:10,11.536144578313253,2.8674698795180724,2.6462167689161555,95.83333333333331,4.042857142857144,4.351351351351353,3.2857142857142856,90.0735294117647,2.555555555555556,2.875,220.06717230732383
2020-11-08 14:59:11,11.536144578313253,2.8674698795180724,2.6462167689161555,95.83333333333331,4.042857142857144,4.351351351351353,3.2857142857142856,90.0735294117647,2.555555555555556,2.875,220.06717230732383
2020-11-08 14:59:12,11.536144578313253,2.8674698795180724,2.6462167689161555,95.83333333333331,4.042857142857144,4.351351351351353,3.2857142857142856,90.0735294117647,2.555555555555556,2.875,220.06717230732383
2020-11-08 14:59:13,11.536144578313253,2.9097744360902262,2.6462167689161555,95.83333333333331,4.042857142857144,4.351351351351353,3.2857142857142856,90.0735294117647,2.555555555555556,2.875,220.109476863896
2020-11-08 14:59:14,11.536144578313253,2.9097744360902262,2.6462167689161555,95.83333333333331,4.042857142857144,4.351351351351353,3.2857142857142856,90.0735294117647,2.555555555555556,2.875,220.109476863896
2020-11-08 14:59:15,11.536144578313253,2.9097744360902262,2.6462167689161555,100.0,4.042857142857144,4.351351351351353,3.2857142857142856,101.41509433962266,2.555555555555556,2.875,235.61770845842065
2020-11-08 14:59:16,11.536144578313253,2.9097744360902262,2.6462167689161555,100.0,4.042857142857144,4.351351351351353,3.2857142857142856,101.41509433962266,2.555555555555556,2.875,235.61770845842065
2020-11-08 14:59:17,11.536144578313253,2.9097744360902262,2.6462167689161555,100.0,4.042857142857144,4.351351351351353,3.2857142857142856,101.41509433962266,2.555555555555556,2.875,235.61770845842065
2020-11-08 14:59:18,11.536144578313253,2.9097744360902262,2.6462167689161555,100.0,4.042857142857144,4.351351351351353,3.2857142857142856,101.41509433962266,2.555555555555556,2.875,235.61770845842065
2020-11-08 14:59:19,11.536144578313253,2.9097744360902262,2.6462167689161555,100.0,4.042857142857144,3.9760000000000004,3.2857142857142856,101.41509433962266,2.555555555555556,2.875,235.2423571070693
2020-11-08 14:59:20,11.536144578313253,2.9097744360902262,2.6462167689161555,100.0,4.042857142857144,3.9760000000000004,3.2857142857142856,101.41509433962266,1.8571428571428568,2.859649122807017,234.52859353146357
2020-11-08 14:59:21,11.536144578313253,2.9097744360902262,2.6462167689161555,100.0,4.042857142857144,3.9760000000000004,3.2857142857142856,101.41509433962266,1.8571428571428568,2.859649122807017,234.52859353146357
2020-11-08 14:59:22,11.536144578313253,2.9097744360902262,2.6462167689161555,100.0,4.042857142857144,3.9760000000000004,3.2857142857142856,101.41509433962266,1.8571428571428568,2.859649122807017,234.52859353146357
2020-11-08 14:59:23,11.536144578313253,2.9097744360902262,3.0773286467486813,100.0,4.042857142857144,3.9760000000000004,3.2857142857142856,101.41509433962266,1.8571428571428568,2.859649122807017,234.9597054092961
2020-11-08 14:59:24,11.536144578313253,2.9097744360902262,3.0773286467486813,100.0,4.042857142857144,3.9760000000000004,3.2857142857142856,101.41509433962266,1.8571428571428568,2.859649122807017,234.9597054092961
2020-11-08 14:59:25,17.092391304347828,2.9097744360902262,3.0773286467486813,100.0,5.643564356435642,3.9760000000000004,3.5333333333333337,101.41509433962266,1.8571428571428568,2.859649122807017,242.36427839652825
2020-11-08 14:59:26,17.092391304347828,2.9097744360902262,3.0773286467486813,100.0,5.643564356435642,3.9760000000000004,3.5333333333333337,101.41509433962266,1.8571428571428568,2.859649122807017,242.36427839652825
2020-11-08 14:59:27,17.092391304347828,2.9097744360902262,3.0773286467486813,100.0,5.643564356435642,3.9760000000000004,3.5333333333333337,101.41509433962266,1.8571428571428568,2.859649122807017,242.36427839652825
2020-11-08 14:59:28,17.092391304347828,3.0558002936857562,3.0773286467486813,100.0,5.643564356435642,3.9760000000000004,3.5333333333333337,101.41509433962266,1.8571428571428568,2.859649122807017,242.51030425412375
2020-11-08 14:59:29,17.092391304347828,3.0558002936857562,3.0773286467486813,100.0,5.643564356435642,3.9760000000000004,3.5333333333333337,101.41509433962266,1.8571428571428568,2.859649122807017,242.51030425412375
2020-11-08 14:59:30,17.092391304347828,3.0558002936857562,3.0773286467486813,231.25,5.643564356435642,3.9760000000000004,3.5333333333333337,183.3333333333333,1.8571428571428568,2.859649122807017,455.6785432478344
2020-11-08 14:59:31,17.092391304347828,3.0558002936857562,3.0773286467486813,231.25,5.643564356435642,3.9760000000000004,3.5333333333333337,183.3333333333333,1.8571428571428568,2.859649122807017,455.6785432478344
2020-11-08 14:59:32,17.092391304347828,3.0558002936857562,3.0773286467486813,231.25,5.643564356435642,3.9760000000000004,3.5333333333333337,183.3333333333333,1.8571428571428568,2.859649122807017,455.6785432478344
2020-11-08 14:59:33,17.092391304347828,3.0558002936857562,3.0773286467486813,231.25,5.643564356435642,3.9760000000000004,3.5333333333333337,183.3333333333333,1.8571428571428568,2.859649122807017,455.6785432478344
2020-11-08 14:59:34,17.092391304347828,3.0558002936857562,3.0773286467486813,231.25,5.643564356435642,4.553571428571429,3.5333333333333337,183.3333333333333,1.8571428571428568,2.859649122807017,456.25611467640573
2020-11-08 14:59:35,17.092391304347828,3.0558002936857562,3.0773286467486813,231.25,5.643564356435642,4.553571428571429,3.5333333333333337,183.3333333333333,4.142857142857142,2.9259259259259256,458.6081057652391
2020-11-08 14:59:36,17.092391304347828,3.0558002936857562,3.0773286467486813,231.25,5.643564356435642,4.553571428571429,3.5333333333333337,183.3333333333333,4.142857142857142,2.9259259259259256,458.6081057652391
2020-11-08 14:59:37,17.092391304347828,3.0558002936857562,3.0773286467486813,231.25,5.643564356435642,4.553571428571429,3.5333333333333337,183.3333333333333,4.142857142857142,2.9259259259259256,458.6081057652391
2020-11-08 14:59:38,17.092391304347828,3.0558002936857562,2.913104414856342,231.25,5.643564356435642,4.553571428571429,3.5333333333333337,183.3333333333333,4.142857142857142,2.9259259259259256,458.4438815333467
2020-11-08 14:59:39,17.092391304347828,3.0558002936857562,2.913104414856342,231.25,5.643564356435642,4.553571428571429,3.5333333333333337,183.3333333333333,4.142857142857142,2.9259259259259256,458.4438815333467
2020-11-08 14:59:40,14.07608695652174,3.0558002936857562,2.913104414856342,231.25,5.36231884057971,4.553571428571429,3.8,183.3333333333333,4.142857142857142,2.9259259259259256,455.4129983363314
2020-11-08 14:59:41,14.07608695652174,3.0558002936857562,2.913104414856342,231.25,5.36231884057971,4.553571428571429,3.8,183.3333333333333,4.142857142857142,2.9259259259259256,455.4129983363314
2020-11-08 14:59:42,14.07608695652174,3.0558002936857562,2.913104414856342,231.25,5.36231884057971,4.553571428571429,3.8,183.3333333333333,4.142857142857142,2.9259259259259256,455.4129983363314
2020-11-08 14:59:43,14.07608695652174,2.8997050147492627,2.913104414856342,231.25,5.36231884057971,4.553571428571429,3.8,183.3333333333333,4.142857142857142,2.9259259259259256,455.2569030573949
2020-11-08 14:59:44,14.07608695652174,2.8997050147492627,2.913104414856342,231.25,5.36231884057971,4.553571428571429,3.8,183.3333333333333,4.142857142857142,2.9259259259259256,455.2569030573949
2020-11-08 14:59:45,14.07608695652174,2.8997050147492627,2.913104414856342,70.83333333333334,5.36231884057971,4.553571428571429,3.8,144.15887850467288,4.142857142857142,2.9259259259259256,255.6657815620678
2020-11-08 14:59:46,14.07608695652174,2.8997050147492627,2.913104414856342,70.83333333333334,5.36231884057971,4.553571428571429,3.8,144.15887850467288,4.142857142857142,2.9259259259259256,255.6657815620678
2020-11-08 14:59:47,14.07608695652174,2.8997050147492627,2.913104414856342,70.83333333333334,5.36231884057971,4.553571428571429,3.8,144.15887850467288,4.142857142857142,2.9259259259259256,255.6657815620678
2020-11-08 14:59:48,14.07608695652174,2.8997050147492627,2.913104414856342,70.83333333333334,5.36231884057971,4.553571428571429,3.8,144.15887850467288,4.142857142857142,2.9259259259259256,255.6657815620678
2020-11-08 14:59:49,14.07608695652174,2.8997050147492627,2.913104414856342,70.83333333333334,5.36231884057971,4.012658227848101,3.8,144.15887850467288,4.142857142857142,2.9259259259259256,255.12486836134445
2020-11-08 14:59:50,14.07608695652174,2.8997050147492627,2.913104414856342,70.83333333333334,5.36231884057971,4.012658227848101,3.8,144.15887850467288,2.8181818181818183,2.5903614457831328,253.4646285565264
2020-11-08 14:59:51,14.07608695652174,2.8997050147492627,2.913104414856342,70.83333333333334,5.36231884057971,4.012658227848101,3.8,144.15887850467288,2.8181818181818183,2.5903614457831328,253.4646285565264
2020-11-08 14:59:52,14.07608695652174,2.8997050147492627,2.913104414856342,70.83333333333334,5.36231884057971,4.012658227848101,3.8,144.15887850467288,2.8181818181818183,2.5903614457831328,253.4646285565264
2020-11-08 14:59:53,14.07608695652174,2.8997050147492627,2.9047619047619047,70.83333333333334,5.36231884057971,4.012658227848101,3.8,144.15887850467288,2.8181818181818183,2.5903614457831328,253.45628604643196
2020-11-08 14:59:54,14.07608695652174,2.8997050147492627,2.9047619047619047,70.83333333333334,5.36231884057971,4.012658227848101,3.8,144.15887850467288,2.8181818181818183,2.5903614457831328,253.45628604643196
2020-11-08 14:59:55,13.196721311475411,2.8997050147492627,2.9047619047619047,70.83333333333334,5.847953216374268,4.012658227848101,3.5454545454545454,144.15887850467288,2.8181818181818183,2.5903614457831328,252.80800932263463
2020-11-08 14:59:56,13.196721311475411,2.8997050147492627,2.9047619047619047,70.83333333333334,5.847953216374268,4.012658227848101,3.5454545454545454,144.15887850467288,2.8181818181818183,2.5903614457831328,252.80800932263463
2020-11-08 14:59:57,13.196721311475411,2.8997050147492627,2.9047619047619047,70.83333333333334,5.847953216374268,4.012658227848101,3.5454545454545454,144.15887850467288,2.8181818181818183,2.5903614457831328,252.80800932263463
2020-11-08 14:59:58,13.196721311475411,2.8415094339622646,2.9047619047619047,70.83333333333334,5.847953216374268,4.012658227848101,3.5454545454545454,144.15887850467288,2.8181818181818183,2.5903614457831328,252.74981374184762
2020-11-08 14:59:59,13.196721311475411,2.8415094339622646,2.9047619047619047,70.83333333333334,5.847953216374268,4.012658227848101,3.5454545454545454,144.15887850467288,2.8181818181818183,2.5903614457831328,252.74981374184762
2020-11-08 15:00:00,13.196721311475411,2.8415094339622646,2.9047619047619047,115.0,5.847953216374268,4.012658227848101,3.5454545454545454,148.03921568627453,2.8181818181818183,2.5903614457831328,300.79681759011595
2020-11-08 15:00:01,13.196721311475411,2.8415094339622646,2.9047619047619047,115.0,5.847953216374268,4.012658227848101,3.5454545454545454,148.03921568627453,2.8181818181818183,2.5903614457831328,300.79681759011595
2020-11-08 15:00:02,13.196721311475411,2.8415094339622646,2.9047619047619047,115.0,5.847953216374268,4.012658227848101,3.5454545454545454,148.03921568627453,2.8181818181818183,2.5903614457831328,300.79681759011595
2020-11-08 15:00:03,13.196721311475411,2.8415094339622646,2.9047619047619047,115.0,5.847953216374268,4.012658227848101,3.5454545454545454,148.03921568627453,2.8181818181818183,2.5903614457831328,300.79681759011595
2020-11-08 15:00:04,13.196721311475411,2.8415094339622646,2.9047619047619047,115.0,5.847953216374268,4.0062893081761,3.5454545454545454,148.03921568627453,2.8181818181818183,2.5903614457831328,300.79044867044394
2020-11-08 15:00:05,13.196721311475411,2.8415094339622646,2.9047619047619047,115.0,5.847953216374268,4.0062893081761,3.5454545454545454,148.03921568627453,2.454545454545454,2.6880733944954134,300.52452425551985
2020-11-08 15:00:06,13.196721311475411,2.8415094339622646,2.9047619047619047,115.0,5.847953216374268,4.0062893081761,3.5454545454545454,148.03921568627453,2.454545454545454,2.6880733944954134,300.52452425551985
2020-11-08 15:00:07,13.196721311475411,2.8415094339622646,2.9047619047619047,115.0,5.847953216374268,4.0062893081761,3.5454545454545454,148.03921568627453,2.454545454545454,2.6880733944954134,300.52452425551985
2020-11-08 15:00:08,13.196721311475411,2.8415094339622646,3.189095127610209,115.0,5.847953216374268,4.0062893081761,3.5454545454545454,148.03921568627453,2.454545454545454,2.6880733944954134,300.80885747836817
2020-11-08 15:00:09,13.196721311475411,2.8415094339622646,3.189095127610209,115.0,5.847953216374268,4.0062893081761,3.5454545454545454,148.03921568627453,2.454545454545454,2.6880733944954134,300.80885747836817
2020-11-08 15:00:10,17.64423076923077,2.8415094339622646,3.189095127610209,115.0,6.315789473684211,4.0062893081761,4.2,148.03921568627453,2.454545454545454,2.6880733944954134,306.3787486479789
2020-11-08 15:00:11,17.64423076923077,2.8415094339622646,3.189095127610209,115.0,6.315789473684211,4.0062893081761,4.2,148.03921568627453,2.454545454545454,2.6880733944954134,306.3787486479789
2020-11-08 15:00:12,17.64423076923077,2.8415094339622646,3.189095127610209,115.0,6.315789473684211,4.0062893081761,4.2,148.03921568627453,2.454545454545454,2.6880733944954134,306.3787486479789
2020-11-08 15:00:13,17.64423076923077,3.645922746781116,3.189095127610209,115.0,6.315789473684211,4.0062893081761,4.2,148.03921568627453,2.454545454545454,2.6880733944954134,307.1831619607978
2020-11-08 15:00:14,17.64423076923077,3.645922746781116,3.189095127610209,115.0,6.315789473684211,4.0062893081761,4.2,148.03921568627453,2.454545454545454,2.6880733944954134,307.1831619607978
2020-11-08 15:00:15,17.64423076923077,3.645922746781116,3.189095127610209,125.0,6.315789473684211,4.0062893081761,4.2,275.4010695187166,2.454545454545454,2.6880733944954134,444.5450157932398
2020-11-08 15:00:16,17.64423076923077,3.645922746781116,3.189095127610209,125.0,6.315789473684211,4.0062893081761,4.2,275.4010695187166,2.454545454545454,2.6880733944954134,444.5450157932398
2020-11-08 15:00:17,17.64423076923077,3.645922746781116,3.189095127610209,125.0,6.315789473684211,4.0062893081761,4.2,275.4010695187166,2.454545454545454,2.6880733944954134,444.5450157932398
2020-11-08 15:00:18,17.64423076923077,3.645922746781116,3.189095127610209,125.0,6.315789473684211,4.0062893081761,4.2,275.4010695187166,2.454545454545454,2.6880733944954134,444.5450157932398
2020-11-08 15:00:19,17.64423076923077,3.645922746781116,3.189095127610209,125.0,6.315789473684211,3.625,4.2,275.4010695187166,2.454545454545454,2.6880733944954134,444.16372648506376
2020-11-08 15:00:20,17.64423076923077,3.645922746781116,3.189095127610209,125.0,6.315789473684211,3.625,4.2,275.4010695187166,2.9090909090909087,2.958333333333333,444.88853187844717
2020-11-08 15:00:21,17.64423076923077,3.645922746781116,3.189095127610209,125.0,6.315789473684211,3.625,4.2,275.4010695187166,2.9090909090909087,2.958333333333333,444.88853187844717
2020-11-08 15:00:22,17.64423076923077,3.645922746781116,3.189095127610209,125.0,6.315789473684211,3.625,4.2,275.4010695187166,2.9090909090909087,2.958333333333333,444.88853187844717
2020-11-08 15:00:23,17.64423076923077,3.645922746781116,3.383349467570184,125.0,6.315789473684211,3.625,4.2,275.4010695187166,2.9090909090909087,2.958333333333333,445.0827862184072
2020-11-08 15:00:24,17.64423076923077,3.645922746781116,3.383349467570184,125.0,6.315789473684211,3.625,4.2,275.4010695187166,2.9090909090909087,2.958333333333333,445.0827862184072
2020-11-08 15:00:25,14.59090909090909,3.645922746781116,3.383349467570184,125.0,5.963983050847457,3.625,4.428571428571429,275.4010695187166,2.9090909090909087,2.958333333333333,441.90622954582017
2020-11-08 15:00:26,14.59090909090909,3.645922746781116,3.383349467570184,125.0,5.963983050847457,3.625,4.428571428571429,275.4010695187166,2.9090909090909087,2.958333333333333,441.90622954582017
2020-11-08 15:00:27,14.59090909090909,3.645922746781116,3.383349467570184,125.0,5.963983050847457,3.625,4.428571428571429,275.4010695187166,2.9090909090909087,2.958333333333333,441.90622954582017
2020-11-08 15:00:28,14.59090909090909,3.1348088531187126,3.383349467570184,125.0,5.963983050847457,3.625,4.428571428571429,275.4010695187166,2.9090909090909087,2.958333333333333,441.39511565215776
2020-11-08 15:00:29,14.59090909090909,3.1348088531187126,3.383349467570184,125.0,5.963983050847457,3.625,4.428571428571429,275.4010695187166,2.9090909090909087,2.958333333333333,441.39511565215776
2020-11-08 15:00:30,14.59090909090909,3.1348088531187126,3.383349467570184,170.0,5.963983050847457,3.625,4.428571428571429,184.23076923076923,2.9090909090909087,2.958333333333333,395.22481536421026
2020-11-08 15:00:31,14.59090909090909,3.1348088531187126,3.383349467570184,170.0,5.963983050847457,3.625,4.428571428571429,184.23076923076923,2.9090909090909087,2.958333333333333,395.22481536421026
2020-11-08 15:00:32,14.59090909090909,3.1348088531187126,3.383349467570184,170.0,5.963983050847457,3.625,4.428571428571429,184.23076923076923,2.9090909090909087,2.958333333333333,395.22481536421026
2020-11-08 15:00:33,14.59090909090909,3.1348088531187126,3.383349467570184,170.0,5.963983050847457,3.625,4.428571428571429,184.23076923076923,2.9090909090909087,2.958333333333333,395.22481536421026
2020-11-08 15:00:34,14.59090909090909,3.1348088531187126,3.383349467570184,170.0,5.963983050847457,3.4977777777777783,4.428571428571429,184.23076923076923,2.9090909090909087,2.958333333333333,395.09759314198817
2020-11-08 15:00:35,14.59090909090909,3.1348088531187126,3.383349467570184,170.0,5.963983050847457,3.4977777777777783,4.428571428571429,184.23076923076923,3.2,2.958333333333333,395.38850223289717
2020-11-08 15:00:36,14.59090909090909,3.1348088531187126,3.383349467570184,170.0,5.963983050847457,3.4977777777777783,4.428571428571429,184.23076923076923,3.2,2.6992481203007523,395.12941701986466
2020-11-08 15:00:37,14.59090909090909,3.1348088531187126,3.383349467570184,170.0,5.963983050847457,3.4977777777777783,4.428571428571429,184.23076923076923,3.2,2.6992481203007523,395.12941701986466
2020-11-08 15:00:38,14.59090909090909,3.1348088531187126,3.4375,170.0,5.963983050847457,3.4977777777777783,4.428571428571429,184.23076923076923,3.2,2.6992481203007523,395.18356755229445
2020-11-08 15:00:39,14.59090909090909,3.1348088531187126,3.4375,170.0,5.963983050847457,3.4977777777777783,4.428571428571429,184.23076923076923,3.2,2.6992481203007523,395.18356755229445
2020-11-08 15:00:40,18.2875,3.1348088531187126,3.4375,170.0,6.954365079365081,3.4977777777777783,4.111111111111111,184.23076923076923,3.2,2.6992481203007523,399.5530801724426
2020-11-08 15:00:41,18.2875,3.1348088531187126,3.4375,170.0,6.954365079365081,3.4977777777777783,4.111111111111111,184.23076923076923,3.2,2.6992481203007523,399.5530801724426
2020-11-08 15:00:42,18.2875,3.1348088531187126,3.4375,170.0,6.954365079365081,3.4977777777777783,4.111111111111111,184.23076923076923,3.2,2.6992481203007523,399.5530801724426
2020-11-08 15:00:43,18.2875,3.75311203319502,3.4375,170.0,6.954365079365081,3.4977777777777783,4.111111111111111,184.23076923076923,3.2,2.6992481203007523,400.171383352519
2020-11-08 15:00:44,18.2875,3.75311203319502,3.4375,170.0,6.954365079365081,3.4977777777777783,4.111111111111111,184.23076923076923,3.2,2.6992481203007523,400.171383352519
2020-11-08 15:00:45,18.2875,3.75311203319502,3.4375,179.4117647058823,6.954365079365081,3.4977777777777783,4.111111111111111,321.1436170212766,3.2,2.6992481203007523,546.4959958489087
2020-11-08 15:00:46,18.2875,3.75311203319502,3.4375,179.4117647058823,6.954365079365081,3.4977777777777783,4.111111111111111,321.1436170212766,3.2,2.6992481203007523,546.4959958489087
2020-11-08 15:00:47,18.2875,3.75311203319502,3.4375,179.4117647058823,6.954365079365081,3.4977777777777783,4.111111111111111,321.1436170212766,3.2,2.6992481203007523,546.4959958489087
2020-11-08 15:00:48,18.2875,3.75311203319502,3.4375,179.4117647058823,6.954365079365081,3.4977777777777783,4.111111111111111,321.1436170212766,3.2,2.6992481203007523,546.4959958489087
