Time,paymentservice,adservice,checkoutservice,recommendationservice,productcatalogservice,emailservice,shippingservice,frontend,cartservice,currencyservice,Total
2020-12-19 13:46:49,3.0,7.5,,8.0,3.0,3.0,3.0,75.0,5.5,3.1818181818181817,111.1818181818182
2020-12-19 13:46:50,3.0,7.5,,8.0,3.0,3.0,3.0,75.0,5.5,3.1818181818181817,111.1818181818182
2020-12-19 13:46:51,3.0,7.5,,8.0,3.13953488372093,3.0,0.375,75.0,5.5,3.1818181818181817,108.69635306553913
2020-12-19 13:46:52,3.0,7.5,,8.0,3.13953488372093,3.0,0.375,75.0,5.5,3.1818181818181817,108.69635306553913
2020-12-19 13:46:53,3.0,7.5,,8.0,3.13953488372093,3.0,0.375,75.0,5.5,3.1818181818181817,108.69635306553913
2020-12-19 13:46:54,3.0,7.5,175.0,8.0,3.13953488372093,3.0,0.375,75.0,5.5,2.5714285714285707,283.0859634551494
2020-12-19 13:46:55,3.0,7.5,175.0,8.0,3.13953488372093,3.0,0.375,75.0,5.5,2.5714285714285707,283.0859634551494
2020-12-19 13:46:56,3.0,7.5,175.0,8.0,3.13953488372093,3.0,0.375,75.0,5.5,2.5714285714285707,283.0859634551494
2020-12-19 13:46:57,3.0,7.5,175.0,8.0,3.13953488372093,3.0,0.375,75.0,5.5,2.5714285714285707,283.0859634551494
2020-12-19 13:46:58,3.0,7.5,175.0,8.0,3.13953488372093,3.0,0.375,75.0,5.5,2.5714285714285707,283.0859634551494
2020-12-19 13:46:59,3.0,7.5,175.0,8.0,3.13953488372093,3.0,0.375,75.0,5.5,2.5714285714285707,283.0859634551494
2020-12-19 13:47:00,,6.666666666666666,175.0,8.0,3.13953488372093,3.0,0.375,75.0,5.5,2.5714285714285707,279.25263012181614
2020-12-19 13:47:01,,6.666666666666666,175.0,7.5,3.13953488372093,,0.375,75.0,5.5,2.5714285714285707,275.75263012181614
2020-12-19 13:47:02,,6.666666666666666,175.0,7.5,3.13953488372093,,0.375,58.33333333333334,5.5,2.5714285714285707,259.0859634551494
2020-12-19 13:47:03,,6.666666666666666,175.0,7.5,3.13953488372093,,0.375,58.33333333333334,5.5,2.5714285714285707,259.0859634551494
2020-12-19 13:47:04,,6.666666666666666,175.0,7.5,3.13953488372093,,0.375,58.33333333333334,6.666666666666666,2.5714285714285707,260.25263012181614
2020-12-19 13:47:05,,6.666666666666666,175.0,7.5,3.13953488372093,,0.375,58.33333333333334,6.666666666666666,2.5714285714285707,260.25263012181614
2020-12-19 13:47:06,,6.666666666666666,175.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,2.5714285714285707,262.73809523809524
2020-12-19 13:47:07,,6.666666666666666,175.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,2.5714285714285707,262.73809523809524
2020-12-19 13:47:08,,6.666666666666666,175.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,2.5714285714285707,262.73809523809524
2020-12-19 13:47:09,,6.666666666666666,375.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,3.0,463.16666666666674
2020-12-19 13:47:10,,6.666666666666666,375.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,3.0,463.16666666666674
2020-12-19 13:47:11,,6.666666666666666,375.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,3.0,463.16666666666674
2020-12-19 13:47:12,,6.666666666666666,375.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,3.0,463.16666666666674
2020-12-19 13:47:13,,6.666666666666666,375.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,3.0,463.16666666666674
2020-12-19 13:47:14,,6.666666666666666,375.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,3.0,463.16666666666674
2020-12-19 13:47:15,3.0,5.0,375.0,7.5,3.0,,3.0,58.33333333333334,6.666666666666666,3.0,464.50000000000006
2020-12-19 13:47:16,3.0,5.0,375.0,8.125,3.0,17.5,3.0,58.33333333333334,6.666666666666666,3.0,482.62500000000006
2020-12-19 13:47:17,3.0,5.0,375.0,8.125,3.0,17.5,3.0,83.33333333333333,6.666666666666666,3.0,507.625
2020-12-19 13:47:18,3.0,5.0,375.0,8.125,3.0,17.5,3.0,83.33333333333333,6.666666666666666,3.0,507.625
2020-12-19 13:47:19,3.0,5.0,375.0,8.125,3.0,17.5,3.0,83.33333333333333,375.0,3.0,875.9583333333333
2020-12-19 13:47:20,3.0,5.0,375.0,8.125,3.0,17.5,3.0,83.33333333333333,375.0,3.0,875.9583333333333
2020-12-19 13:47:21,3.0,5.0,375.0,8.125,3.0,17.5,3.0,83.33333333333333,375.0,3.0,875.9583333333333
2020-12-19 13:47:22,3.0,5.0,375.0,8.125,3.0,17.5,3.0,83.33333333333333,375.0,3.0,875.9583333333333
2020-12-19 13:47:23,3.0,5.0,375.0,8.125,3.0,17.5,3.0,83.33333333333333,375.0,3.0,875.9583333333333
2020-12-19 13:47:24,3.0,5.0,,8.125,3.0,17.5,3.0,83.33333333333333,375.0,2.333333333333334,500.2916666666666
2020-12-19 13:47:25,3.0,5.0,,8.125,3.0,17.5,3.0,83.33333333333333,375.0,2.333333333333334,500.2916666666666
2020-12-19 13:47:26,3.0,5.0,,8.125,3.0,17.5,3.0,83.33333333333333,375.0,2.333333333333334,500.2916666666666
2020-12-19 13:47:27,3.0,5.0,,8.125,3.0,17.5,3.0,83.33333333333333,375.0,2.333333333333334,500.2916666666666
2020-12-19 13:47:28,3.0,5.0,,8.125,3.0,17.5,3.0,83.33333333333333,375.0,2.333333333333334,500.2916666666666
2020-12-19 13:47:29,3.0,5.0,,8.125,3.0,17.5,3.0,83.33333333333333,375.0,2.333333333333334,500.2916666666666
2020-12-19 13:47:30,,6.666666666666666,,8.125,3.0,17.5,3.0,83.33333333333333,375.0,2.333333333333334,498.95833333333326
2020-12-19 13:47:31,,6.666666666666666,,17.5,3.0,,3.0,83.33333333333333,375.0,2.333333333333334,490.83333333333326
2020-12-19 13:47:32,,6.666666666666666,,17.5,3.0,,3.0,100.0,375.0,2.333333333333334,507.5
2020-12-19 13:47:33,,6.666666666666666,,17.5,3.0,,3.0,100.0,375.0,2.333333333333334,507.5
2020-12-19 13:47:34,,6.666666666666666,,17.5,3.0,,3.0,100.0,8.75,2.333333333333334,141.25
2020-12-19 13:47:35,,6.666666666666666,,17.5,3.0,,3.0,100.0,8.75,2.333333333333334,141.25
2020-12-19 13:47:36,,6.666666666666666,,17.5,3.0,,0.25,100.0,8.75,2.333333333333334,138.5
2020-12-19 13:47:37,,6.666666666666666,,17.5,3.0,,0.25,100.0,8.75,2.333333333333334,138.5
2020-12-19 13:47:38,,6.666666666666666,,17.5,3.0,,0.25,100.0,8.75,2.333333333333334,138.5
2020-12-19 13:47:39,,6.666666666666666,,17.5,3.0,,0.25,100.0,8.75,3.8571428571428568,140.02380952380952
2020-12-19 13:47:40,,6.666666666666666,,17.5,3.0,,0.25,100.0,8.75,3.8571428571428568,140.02380952380952
2020-12-19 13:47:41,,6.666666666666666,,17.5,3.0,,0.25,100.0,8.75,3.8571428571428568,140.02380952380952
2020-12-19 13:47:42,,6.666666666666666,,17.5,3.0,,0.25,100.0,8.75,3.8571428571428568,140.02380952380952
2020-12-19 13:47:43,,6.666666666666666,,17.5,3.0,,0.25,100.0,8.75,3.8571428571428568,140.02380952380952
2020-12-19 13:47:44,,6.666666666666666,,17.5,3.0,,0.25,100.0,8.75,3.8571428571428568,140.02380952380952
2020-12-19 13:47:45,,3.0,,17.5,3.0,,0.25,100.0,8.75,3.8571428571428568,136.35714285714286
2020-12-19 13:47:46,,3.0,,7.5,3.0,,0.25,100.0,8.75,3.8571428571428568,126.35714285714286
2020-12-19 13:47:47,,3.0,,7.5,3.0,,0.25,75.0,8.75,3.8571428571428568,101.35714285714286
2020-12-19 13:47:48,,3.0,,7.5,3.0,,0.25,75.0,8.75,3.8571428571428568,101.35714285714286
2020-12-19 13:47:49,,3.0,,7.5,3.0,,0.25,75.0,6.666666666666668,3.8571428571428568,99.2738095238095
2020-12-19 13:47:50,,3.0,,7.5,3.0,,0.25,75.0,6.666666666666668,3.8571428571428568,99.2738095238095
2020-12-19 13:47:51,,3.0,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.8571428571428568,101.72969187675069
2020-12-19 13:47:52,,3.0,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.8571428571428568,101.72969187675069
2020-12-19 13:47:53,,3.0,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.8571428571428568,101.72969187675069
2020-12-19 13:47:54,,3.0,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.0,100.87254901960785
2020-12-19 13:47:55,,3.0,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.0,100.87254901960785
2020-12-19 13:47:56,,3.0,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.0,100.87254901960785
2020-12-19 13:47:57,,3.0,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.0,100.87254901960785
2020-12-19 13:47:58,,3.0,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.0,100.87254901960785
2020-12-19 13:47:59,,3.0,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.0,100.87254901960785
2020-12-19 13:48:00,,15.625,,7.5,2.7058823529411766,,3.0,75.0,6.666666666666668,3.0,113.49754901960785
2020-12-19 13:48:01,,15.625,,8.0,2.7058823529411766,,3.0,75.0,6.666666666666668,3.0,113.99754901960785
2020-12-19 13:48:02,,15.625,,8.0,2.7058823529411766,,3.0,65.0,6.666666666666668,3.0,103.99754901960785
2020-12-19 13:48:03,,15.625,,8.0,2.7058823529411766,,3.0,65.0,6.666666666666668,3.0,103.99754901960785
2020-12-19 13:48:04,,15.625,,8.0,2.7058823529411766,,3.0,65.0,7.0,3.0,104.33088235294115
2020-12-19 13:48:05,,15.625,,8.0,2.7058823529411766,,3.0,65.0,7.0,3.0,104.33088235294115
2020-12-19 13:48:06,,15.625,,8.0,3.0625,,0.5,65.0,7.0,3.0,102.1875
2020-12-19 13:48:07,,15.625,,8.0,3.0625,,0.5,65.0,7.0,3.0,102.1875
2020-12-19 13:48:08,,15.625,,8.0,3.0625,,0.5,65.0,7.0,3.0,102.1875
2020-12-19 13:48:09,,15.625,,8.0,3.0625,,0.5,65.0,7.0,2.8620689655172415,102.04956896551724
2020-12-19 13:48:10,,15.625,,8.0,3.0625,,0.5,65.0,7.0,2.8620689655172415,102.04956896551724
2020-12-19 13:48:11,,15.625,,8.0,3.0625,,0.5,65.0,7.0,2.8620689655172415,102.04956896551724
2020-12-19 13:48:12,,15.625,,8.0,3.0625,,0.5,65.0,7.0,2.8620689655172415,102.04956896551724
2020-12-19 13:48:13,,15.625,,8.0,3.0625,,0.5,65.0,7.0,2.8620689655172415,102.04956896551724
2020-12-19 13:48:14,,15.625,,8.0,3.0625,,0.5,65.0,7.0,2.8620689655172415,102.04956896551724
2020-12-19 13:48:15,3.0,7.5,,8.0,3.0625,,0.5,65.0,7.0,2.8620689655172415,96.92456896551724
2020-12-19 13:48:16,3.0,7.5,,7.5,3.0625,,0.5,65.0,7.0,2.8620689655172415,96.42456896551724
2020-12-19 13:48:17,3.0,7.5,,7.5,3.0625,,0.5,75.0,7.0,2.8620689655172415,106.42456896551724
2020-12-19 13:48:18,3.0,7.5,,7.5,3.0625,,0.5,75.0,7.0,2.8620689655172415,106.42456896551724
2020-12-19 13:48:19,3.0,7.5,,7.5,3.0625,,0.5,75.0,5.625,2.8620689655172415,105.04956896551724
2020-12-19 13:48:20,3.0,7.5,,7.5,3.0625,,0.5,75.0,5.625,2.8620689655172415,105.04956896551724
2020-12-19 13:48:21,3.0,7.5,,7.5,3.0,,3.0,75.0,5.625,2.8620689655172415,107.48706896551724
2020-12-19 13:48:22,3.0,7.5,,7.5,3.0,,3.0,75.0,5.625,2.8620689655172415,107.48706896551724
2020-12-19 13:48:23,3.0,7.5,,7.5,3.0,,3.0,75.0,5.625,2.8620689655172415,107.48706896551724
2020-12-19 13:48:24,3.0,7.5,175.0,7.5,3.0,,3.0,75.0,5.625,3.0,282.625
2020-12-19 13:48:25,3.0,7.5,175.0,7.5,3.0,,3.0,75.0,5.625,3.0,282.625
2020-12-19 13:48:26,3.0,7.5,175.0,7.5,3.0,,3.0,75.0,5.625,3.0,282.625
2020-12-19 13:48:27,3.0,7.5,175.0,7.5,3.0,,3.0,75.0,5.625,3.0,282.625
2020-12-19 13:48:28,3.0,7.5,175.0,7.5,3.0,,3.0,75.0,5.625,3.0,282.625
2020-12-19 13:48:29,3.0,7.5,175.0,7.5,3.0,,3.0,75.0,5.625,3.0,282.625
2020-12-19 13:48:30,3.0,8.75,175.0,7.5,3.0,,3.0,75.0,5.625,3.0,283.875
2020-12-19 13:48:31,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,5.625,3.0,289.5
2020-12-19 13:48:32,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,5.625,3.0,289.5
2020-12-19 13:48:33,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,5.625,3.0,289.5
2020-12-19 13:48:34,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.0,290.375
2020-12-19 13:48:35,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.0,290.375
2020-12-19 13:48:36,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.0,290.375
2020-12-19 13:48:37,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.0,290.375
2020-12-19 13:48:38,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.0,290.375
2020-12-19 13:48:39,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.2222222222222223,290.59722222222223
2020-12-19 13:48:40,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.2222222222222223,290.59722222222223
2020-12-19 13:48:41,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.2222222222222223,290.59722222222223
2020-12-19 13:48:42,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.2222222222222223,290.59722222222223
2020-12-19 13:48:43,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.2222222222222223,290.59722222222223
2020-12-19 13:48:44,3.0,8.75,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.2222222222222223,290.59722222222223
2020-12-19 13:48:45,,5.0,175.0,8.125,3.0,5.0,3.0,75.0,6.5,3.2222222222222223,283.84722222222223
2020-12-19 13:48:46,,5.0,175.0,7.5,3.0,,3.0,75.0,6.5,3.2222222222222223,278.22222222222223
2020-12-19 13:48:47,,5.0,175.0,7.5,3.0,,3.0,75.0,6.5,3.2222222222222223,278.22222222222223
2020-12-19 13:48:48,,5.0,175.0,7.5,3.0,,3.0,75.0,6.5,3.2222222222222223,278.22222222222223
2020-12-19 13:48:49,,5.0,175.0,7.5,3.0,,3.0,75.0,5.0,3.2222222222222223,276.72222222222223
2020-12-19 13:48:50,,5.0,175.0,7.5,3.0,,3.0,75.0,5.0,3.2222222222222223,276.72222222222223
2020-12-19 13:48:51,,5.0,175.0,7.5,3.0,,,75.0,5.0,3.2222222222222223,273.72222222222223
2020-12-19 13:48:52,,5.0,175.0,7.5,3.0,,,75.0,5.0,3.2222222222222223,273.72222222222223
2020-12-19 13:48:53,,5.0,175.0,7.5,3.0,,,75.0,5.0,3.2222222222222223,273.72222222222223
2020-12-19 13:48:54,,5.0,,7.5,3.0,,,75.0,5.0,3.0,98.5
2020-12-19 13:48:55,,5.0,,7.5,3.0,,,75.0,5.0,3.0,98.5
2020-12-19 13:48:56,,5.0,,7.5,3.0,,,75.0,5.0,3.0,98.5
2020-12-19 13:48:57,,5.0,,7.5,3.0,,,75.0,5.0,3.0,98.5
2020-12-19 13:48:58,,5.0,,7.5,3.0,,,75.0,5.0,3.0,98.5
2020-12-19 13:48:59,,5.0,,7.5,3.0,,,75.0,5.0,3.0,98.5
2020-12-19 13:49:00,,7.5,,7.5,3.0,,,75.0,5.0,3.0,101.0
2020-12-19 13:49:01,,7.5,,17.5,3.0,,,75.0,5.0,3.0,111.0
2020-12-19 13:49:02,,7.5,,17.5,3.0,,,66.66666666666666,5.0,3.0,102.66666666666666
2020-12-19 13:49:03,,7.5,,17.5,3.0,,,66.66666666666666,5.0,3.0,102.66666666666666
2020-12-19 13:49:04,,7.5,,17.5,3.0,,,66.66666666666666,6.666666666666666,3.0,104.33333333333331
2020-12-19 13:49:05,,7.5,,17.5,3.0,,,66.66666666666666,6.666666666666666,3.0,104.33333333333331
2020-12-19 13:49:06,,7.5,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.0,107.42857142857143
2020-12-19 13:49:07,,7.5,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.0,107.42857142857143
2020-12-19 13:49:08,,7.5,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.0,107.42857142857143
2020-12-19 13:49:09,,7.5,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.333333333333333,107.76190476190477
2020-12-19 13:49:10,,7.5,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.333333333333333,107.76190476190477
2020-12-19 13:49:11,,7.5,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.333333333333333,107.76190476190477
2020-12-19 13:49:12,,7.5,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.333333333333333,107.76190476190477
2020-12-19 13:49:13,,7.5,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.333333333333333,107.76190476190477
2020-12-19 13:49:14,,7.5,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.333333333333333,107.76190476190477
2020-12-19 13:49:15,,6.25,,17.5,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.333333333333333,106.51190476190477
2020-12-19 13:49:16,,6.25,,5.0,3.095238095238096,,3.0,66.66666666666666,6.666666666666666,3.333333333333333,94.01190476190477
2020-12-19 13:49:17,,6.25,,5.0,3.095238095238096,,3.0,62.5,6.666666666666666,3.333333333333333,89.84523809523809
2020-12-19 13:49:18,,6.25,,5.0,3.095238095238096,,3.0,62.5,6.666666666666666,3.333333333333333,89.84523809523809
2020-12-19 13:49:19,,6.25,,5.0,3.095238095238096,,3.0,62.5,7.5,3.333333333333333,90.67857142857143
2020-12-19 13:49:20,,6.25,,5.0,3.095238095238096,,3.0,62.5,7.5,3.333333333333333,90.67857142857143
2020-12-19 13:49:21,,6.25,,5.0,2.333333333333333,,,62.5,7.5,3.333333333333333,86.91666666666666
2020-12-19 13:49:22,,6.25,,5.0,2.333333333333333,,,62.5,7.5,3.333333333333333,86.91666666666666
2020-12-19 13:49:23,,6.25,,5.0,2.333333333333333,,,62.5,7.5,3.333333333333333,86.91666666666666
2020-12-19 13:49:24,,6.25,,5.0,2.333333333333333,,,62.5,7.5,2.7142857142857144,86.29761904761904
2020-12-19 13:49:25,,6.25,,5.0,2.333333333333333,,,62.5,7.5,2.7142857142857144,86.29761904761904
2020-12-19 13:49:26,,6.25,,5.0,2.333333333333333,,,62.5,7.5,2.7142857142857144,86.29761904761904
2020-12-19 13:49:27,,6.25,,5.0,2.333333333333333,,,62.5,7.5,2.7142857142857144,86.29761904761904
2020-12-19 13:49:28,,6.25,,5.0,2.333333333333333,,,62.5,7.5,2.7142857142857144,86.29761904761904
2020-12-19 13:49:29,,6.25,,5.0,2.333333333333333,,,62.5,7.5,2.7142857142857144,86.29761904761904
2020-12-19 13:49:30,,3.0,,5.0,2.333333333333333,,,62.5,7.5,2.7142857142857144,83.04761904761905
2020-12-19 13:49:31,,3.0,,7.5,2.333333333333333,,,62.5,7.5,2.7142857142857144,85.54761904761905
2020-12-19 13:49:32,,3.0,,7.5,2.333333333333333,,,66.66666666666666,7.5,2.7142857142857144,89.7142857142857
2020-12-19 13:49:33,,3.0,,7.5,2.333333333333333,,,66.66666666666666,7.5,2.7142857142857144,89.7142857142857
2020-12-19 13:49:34,,3.0,,7.5,2.333333333333333,,,66.66666666666666,5.833333333333332,2.7142857142857144,88.04761904761902
2020-12-19 13:49:35,,3.0,,7.5,2.333333333333333,,,66.66666666666666,5.833333333333332,2.7142857142857144,88.04761904761902
2020-12-19 13:49:36,,3.0,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.7142857142857144,88.9642857142857
2020-12-19 13:49:37,,3.0,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.7142857142857144,88.9642857142857
2020-12-19 13:49:38,,3.0,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.7142857142857144,88.9642857142857
2020-12-19 13:49:39,,3.0,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.333333333333333,88.58333333333331
2020-12-19 13:49:40,,3.0,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.333333333333333,88.58333333333331
2020-12-19 13:49:41,,3.0,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.333333333333333,88.58333333333331
2020-12-19 13:49:42,,3.0,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.333333333333333,88.58333333333331
2020-12-19 13:49:43,,3.0,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.333333333333333,88.58333333333331
2020-12-19 13:49:44,,3.0,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.333333333333333,88.58333333333331
2020-12-19 13:49:45,,8.333333333333332,,7.5,3.0,,0.25,66.66666666666666,5.833333333333332,2.333333333333333,93.91666666666664
2020-12-19 13:49:46,,8.333333333333332,,8.125,3.0,,0.25,66.66666666666666,5.833333333333332,2.333333333333333,94.54166666666664
2020-12-19 13:49:47,,8.333333333333332,,8.125,3.0,,0.25,70.0,5.833333333333332,2.333333333333333,97.875
2020-12-19 13:49:48,,8.333333333333332,,8.125,3.0,,0.25,70.0,5.833333333333332,2.333333333333333,97.875
2020-12-19 13:49:49,,8.333333333333332,,8.125,3.0,,0.25,70.0,8.125,2.333333333333333,100.16666666666666
2020-12-19 13:49:50,,8.333333333333332,,8.125,3.0,,0.25,70.0,8.125,2.333333333333333,100.16666666666666
2020-12-19 13:49:51,,8.333333333333332,,8.125,3.066666666666667,,7.5,70.0,8.125,2.333333333333333,107.48333333333332
2020-12-19 13:49:52,,8.333333333333332,,8.125,3.066666666666667,,7.5,70.0,8.125,2.333333333333333,107.48333333333332
2020-12-19 13:49:53,,8.333333333333332,,8.125,3.066666666666667,,7.5,70.0,8.125,2.333333333333333,107.48333333333332
2020-12-19 13:49:54,,8.333333333333332,,8.125,3.066666666666667,,7.5,70.0,8.125,3.0,108.15
2020-12-19 13:49:55,,8.333333333333332,,8.125,3.066666666666667,,7.5,70.0,8.125,3.0,108.15
2020-12-19 13:49:56,,8.333333333333332,,8.125,3.066666666666667,,7.5,70.0,8.125,3.0,108.15
2020-12-19 13:49:57,,8.333333333333332,,8.125,3.066666666666667,,7.5,70.0,8.125,3.0,108.15
2020-12-19 13:49:58,,8.333333333333332,,8.125,3.066666666666667,,7.5,70.0,8.125,3.0,108.15
2020-12-19 13:49:59,,8.333333333333332,,8.125,3.066666666666667,,7.5,70.0,8.125,3.0,108.15
2020-12-19 13:50:00,,3.0,,8.125,3.066666666666667,,7.5,70.0,8.125,3.0,102.81666666666666
2020-12-19 13:50:01,,3.0,,7.5,3.066666666666667,,7.5,70.0,8.125,3.0,102.19166666666666
2020-12-19 13:50:02,,3.0,,7.5,3.066666666666667,,7.5,100.0,8.125,3.0,132.19166666666666
2020-12-19 13:50:03,,3.0,,7.5,3.066666666666667,,7.5,100.0,8.125,3.0,132.19166666666666
2020-12-19 13:50:04,,3.0,,7.5,3.066666666666667,,7.5,100.0,7.5,3.0,131.56666666666666
2020-12-19 13:50:05,,3.0,,7.5,3.066666666666667,,7.5,100.0,7.5,3.0,131.56666666666666
2020-12-19 13:50:06,,3.0,,7.5,3.1428571428571432,,3.0,100.0,7.5,3.0,127.14285714285714
2020-12-19 13:50:07,,3.0,,7.5,3.1428571428571432,,3.0,100.0,7.5,3.0,127.14285714285714
2020-12-19 13:50:08,,3.0,,7.5,3.1428571428571432,,3.0,100.0,7.5,3.0,127.14285714285714
2020-12-19 13:50:09,,3.0,,7.5,3.1428571428571432,,3.0,100.0,7.5,3.1333333333333333,127.2761904761905
