Time,adservice,recommendationservice,paymentservice,shippingservice,checkoutservice,productcatalogservice,emailservice,cartservice,frontend,currencyservice,Total
2020-11-18 07:38:39,5.394736842105262,12.785714285714285,3.0,0.425,137.5,1.3875968992248062,3.0,5.064102564102566,76.31578947368422,2.9378881987577636,247.81082826358886
2020-11-18 07:38:40,5.394736842105262,12.785714285714285,3.0,0.5,137.5,1.3875968992248062,3.0,5.064102564102566,76.31578947368422,2.9378881987577636,247.8858282635889
2020-11-18 07:38:41,5.394736842105262,12.785714285714285,3.0,0.5,137.5,1.3875968992248062,3.0,4.1485148514851495,76.31578947368422,2.9378881987577636,246.97024055097145
2020-11-18 07:38:42,5.394736842105262,12.785714285714285,3.0,0.5,137.5,1.3875968992248062,3.0,4.1485148514851495,76.31578947368422,2.9378881987577636,246.97024055097145
2020-11-18 07:38:43,5.394736842105262,12.785714285714285,3.0,0.5,137.5,1.3875968992248062,3.0,4.1485148514851495,76.31578947368422,2.9378881987577636,246.97024055097145
2020-11-18 07:38:44,5.394736842105262,12.785714285714285,3.0,0.5,137.5,1.3875968992248062,3.0,4.1485148514851495,76.31578947368422,2.9378881987577636,246.97024055097145
2020-11-18 07:38:45,5.394736842105262,9.75,3.0,0.5,137.5,1.3875968992248062,3.0,4.1485148514851495,76.31578947368422,2.9378881987577636,243.93452626525718
2020-11-18 07:38:46,5.394736842105262,9.75,3.0,0.5,137.5,1.3875968992248062,3.0,4.1485148514851495,76.31578947368422,2.9378881987577636,243.93452626525718
2020-11-18 07:38:47,5.394736842105262,9.75,3.0,0.5,47.91666666666666,1.3875968992248062,3.0,4.1485148514851495,76.31578947368422,2.9378881987577636,154.3511929319239
2020-11-18 07:38:48,5.394736842105262,9.75,3.0,0.5,47.91666666666666,1.3875968992248062,3.0,4.1485148514851495,76.31578947368422,2.9378881987577636,154.3511929319239
2020-11-18 07:38:49,5.394736842105262,9.75,3.0,0.5,47.91666666666666,1.3875968992248062,3.0,4.1485148514851495,70.6730769230769,2.9378881987577636,148.70848038131658
2020-11-18 07:38:50,5.394736842105262,9.75,3.0,0.5,47.91666666666666,1.3875968992248062,3.0,4.1485148514851495,70.6730769230769,2.9378881987577636,148.70848038131658
2020-11-18 07:38:51,5.394736842105262,9.75,3.0,0.5,47.91666666666666,1.3875968992248062,3.0,4.1485148514851495,70.6730769230769,2.9378881987577636,148.70848038131658
2020-11-18 07:38:52,4.012658227848101,9.75,3.0,0.5,47.91666666666666,1.3875968992248062,3.0,4.1485148514851495,70.6730769230769,2.7086419753086424,147.09715554361026
2020-11-18 07:38:53,4.012658227848101,9.75,3.0,0.5,47.91666666666666,1.3875968992248062,3.0,4.1485148514851495,70.6730769230769,2.7086419753086424,147.09715554361026
2020-11-18 07:38:54,4.012658227848101,9.75,3.0,0.5,47.91666666666666,1.9907120743034052,3.0,4.1485148514851495,70.6730769230769,2.7086419753086424,147.70027071868887
2020-11-18 07:38:55,4.012658227848101,9.75,3.0,1.8571428571428568,47.91666666666666,1.9907120743034052,3.0,4.1485148514851495,70.6730769230769,2.7086419753086424,149.05741357583173
2020-11-18 07:38:56,4.012658227848101,9.75,3.0,1.8571428571428568,47.91666666666666,1.9907120743034052,3.0,4.6695652173913045,70.6730769230769,2.7086419753086424,149.57846394173788
2020-11-18 07:38:57,4.012658227848101,9.75,3.0,1.8571428571428568,47.91666666666666,1.9907120743034052,3.0,4.6695652173913045,70.6730769230769,2.7086419753086424,149.57846394173788
2020-11-18 07:38:58,4.012658227848101,9.75,3.0,1.8571428571428568,47.91666666666666,1.9907120743034052,3.0,4.6695652173913045,70.6730769230769,2.7086419753086424,149.57846394173788
2020-11-18 07:38:59,4.012658227848101,9.75,3.0,1.8571428571428568,47.91666666666666,1.9907120743034052,3.0,4.6695652173913045,70.6730769230769,2.7086419753086424,149.57846394173788
2020-11-18 07:39:00,4.012658227848101,12.183544303797467,3.0,1.8571428571428568,47.91666666666666,1.9907120743034052,3.0,4.6695652173913045,70.6730769230769,2.7086419753086424,152.01200824553538
2020-11-18 07:39:01,4.012658227848101,12.183544303797467,3.0,1.8571428571428568,47.91666666666666,1.9907120743034052,3.0,4.6695652173913045,70.6730769230769,2.7086419753086424,152.01200824553538
2020-11-18 07:39:02,4.012658227848101,12.183544303797467,3.0,1.8571428571428568,62.5,1.9907120743034052,3.0,4.6695652173913045,70.6730769230769,2.7086419753086424,166.5953415788687
2020-11-18 07:39:03,4.012658227848101,12.183544303797467,3.0,1.8571428571428568,62.5,1.9907120743034052,3.0,4.6695652173913045,70.6730769230769,2.7086419753086424,166.5953415788687
2020-11-18 07:39:04,4.012658227848101,12.183544303797467,3.0,1.8571428571428568,62.5,1.9907120743034052,3.0,4.6695652173913045,71.875,2.7086419753086424,167.79726465579176
2020-11-18 07:39:05,4.012658227848101,12.183544303797467,3.0,1.8571428571428568,62.5,1.9907120743034052,3.0,4.6695652173913045,71.875,2.7086419753086424,167.79726465579176
2020-11-18 07:39:06,4.012658227848101,12.183544303797467,3.0,1.8571428571428568,62.5,1.9907120743034052,3.0,4.6695652173913045,71.875,2.7086419753086424,167.79726465579176
2020-11-18 07:39:07,3.6607142857142856,12.183544303797467,3.0,1.8571428571428568,62.5,1.9907120743034052,3.0,4.6695652173913045,71.875,2.7963636363636364,167.53304237471298
2020-11-18 07:39:08,3.6607142857142856,12.183544303797467,3.0,1.8571428571428568,62.5,1.9907120743034052,3.0,4.6695652173913045,71.875,2.7963636363636364,167.53304237471298
2020-11-18 07:39:09,3.6607142857142856,12.183544303797467,3.0,1.8571428571428568,62.5,1.671159029649596,3.0,4.6695652173913045,71.875,2.7963636363636364,167.21348933005913
2020-11-18 07:39:10,3.6607142857142856,12.183544303797467,3.0,1.148148148148148,62.5,1.671159029649596,3.0,4.6695652173913045,71.875,2.7963636363636364,166.50449462106442
2020-11-18 07:39:11,3.6607142857142856,12.183544303797467,3.0,1.148148148148148,62.5,1.671159029649596,3.0,4.35897435897436,71.875,2.7963636363636364,166.1939037626475
2020-11-18 07:39:12,3.6607142857142856,12.183544303797467,3.0,1.148148148148148,62.5,1.671159029649596,3.0,4.35897435897436,71.875,2.7963636363636364,166.1939037626475
2020-11-18 07:39:13,3.6607142857142856,12.183544303797467,3.0,1.148148148148148,62.5,1.671159029649596,3.0,4.35897435897436,71.875,2.7963636363636364,166.1939037626475
2020-11-18 07:39:14,3.6607142857142856,12.183544303797467,3.0,1.148148148148148,62.5,1.671159029649596,3.0,4.35897435897436,71.875,2.7963636363636364,166.1939037626475
2020-11-18 07:39:15,3.6607142857142856,15.161290322580646,3.0,1.148148148148148,62.5,1.671159029649596,3.0,4.35897435897436,71.875,2.7963636363636364,169.17164978143066
2020-11-18 07:39:16,3.6607142857142856,15.161290322580646,3.0,1.148148148148148,62.5,1.671159029649596,3.0,4.35897435897436,71.875,2.7963636363636364,169.17164978143066
2020-11-18 07:39:17,3.6607142857142856,15.161290322580646,3.0,1.148148148148148,85.0,1.671159029649596,3.0,4.35897435897436,71.875,2.7963636363636364,191.67164978143063
2020-11-18 07:39:18,3.6607142857142856,15.161290322580646,3.0,1.148148148148148,85.0,1.671159029649596,3.0,4.35897435897436,71.875,2.7963636363636364,191.67164978143063
2020-11-18 07:39:19,3.6607142857142856,15.161290322580646,3.0,1.148148148148148,85.0,1.671159029649596,3.0,4.35897435897436,89.15094339622644,2.7963636363636364,208.9475931776571
2020-11-18 07:39:20,3.6607142857142856,15.161290322580646,3.0,1.148148148148148,85.0,1.671159029649596,3.0,4.35897435897436,89.15094339622644,2.7963636363636364,208.9475931776571
2020-11-18 07:39:21,3.6607142857142856,15.161290322580646,3.0,1.148148148148148,85.0,1.671159029649596,3.0,4.35897435897436,89.15094339622644,2.7963636363636364,208.9475931776571
2020-11-18 07:39:22,3.7906976744186047,15.161290322580646,3.0,1.148148148148148,85.0,1.671159029649596,3.0,4.35897435897436,89.15094339622644,2.4699537750385208,208.75116670503638
2020-11-18 07:39:23,3.7906976744186047,15.161290322580646,3.0,1.148148148148148,85.0,1.671159029649596,3.0,4.35897435897436,89.15094339622644,2.4699537750385208,208.75116670503638
2020-11-18 07:39:24,3.7906976744186047,15.161290322580646,3.0,1.148148148148148,85.0,1.2160000000000002,3.0,4.35897435897436,89.15094339622644,2.4699537750385208,208.29600767538673
2020-11-18 07:39:25,3.7906976744186047,15.161290322580646,3.0,0.4722222222222222,85.0,1.2160000000000002,3.0,4.35897435897436,89.15094339622644,2.4699537750385208,207.62008174946084
2020-11-18 07:39:26,3.7906976744186047,15.161290322580646,3.0,0.4722222222222222,85.0,1.2160000000000002,3.0,4.181347150259067,89.15094339622644,2.4699537750385208,207.4424545407455
2020-11-18 07:39:27,3.7906976744186047,15.161290322580646,3.0,0.4722222222222222,85.0,1.2160000000000002,3.0,4.181347150259067,89.15094339622644,2.4699537750385208,207.4424545407455
2020-11-18 07:39:28,3.7906976744186047,15.161290322580646,3.0,0.4722222222222222,85.0,1.2160000000000002,3.0,4.181347150259067,89.15094339622644,2.4699537750385208,207.4424545407455
2020-11-18 07:39:29,3.7906976744186047,15.161290322580646,3.0,0.4722222222222222,85.0,1.2160000000000002,3.0,4.181347150259067,89.15094339622644,2.4699537750385208,207.4424545407455
2020-11-18 07:39:30,3.7906976744186047,11.656976744186045,3.0,0.4722222222222222,85.0,1.2160000000000002,3.0,4.181347150259067,89.15094339622644,2.4699537750385208,203.93814096235093
2020-11-18 07:39:31,3.7906976744186047,11.656976744186045,3.0,0.4722222222222222,85.0,1.2160000000000002,3.0,4.181347150259067,89.15094339622644,2.4699537750385208,203.93814096235093
2020-11-18 07:39:32,3.7906976744186047,11.656976744186045,3.0,0.4722222222222222,40.0,1.2160000000000002,3.0,4.181347150259067,89.15094339622644,2.4699537750385208,158.9381409623509
2020-11-18 07:39:33,3.7906976744186047,11.656976744186045,3.0,0.4722222222222222,40.0,1.2160000000000002,3.0,4.181347150259067,89.15094339622644,2.4699537750385208,158.9381409623509
2020-11-18 07:39:34,3.7906976744186047,11.656976744186045,3.0,0.4722222222222222,40.0,1.2160000000000002,3.0,4.181347150259067,72.38372093023256,2.4699537750385208,142.17091849635705
2020-11-18 07:39:35,3.7906976744186047,11.656976744186045,3.0,0.4722222222222222,40.0,1.2160000000000002,3.0,4.181347150259067,72.38372093023256,2.4699537750385208,142.17091849635705
2020-11-18 07:39:36,3.7906976744186047,11.656976744186045,3.0,0.4722222222222222,40.0,1.2160000000000002,3.0,4.181347150259067,72.38372093023256,2.4699537750385208,142.17091849635705
2020-11-18 07:39:37,3.7607361963190185,11.656976744186045,3.0,0.4722222222222222,40.0,1.2160000000000002,3.0,4.181347150259067,72.38372093023256,2.6191677175283736,142.29017096074728
2020-11-18 07:39:38,3.7607361963190185,11.656976744186045,3.0,0.4722222222222222,40.0,1.2160000000000002,3.0,4.181347150259067,72.38372093023256,2.6191677175283736,142.29017096074728
2020-11-18 07:39:39,3.7607361963190185,11.656976744186045,3.0,0.4722222222222222,40.0,1.335751295336788,3.0,4.181347150259067,72.38372093023256,2.6191677175283736,142.40992225608406
2020-11-18 07:39:40,3.7607361963190185,11.656976744186045,3.0,0.4449152542372881,40.0,1.335751295336788,3.0,4.181347150259067,72.38372093023256,2.6191677175283736,142.38261528809912
2020-11-18 07:39:41,3.7607361963190185,11.656976744186045,3.0,0.4449152542372881,40.0,1.335751295336788,3.0,4.784313725490196,72.38372093023256,2.6191677175283736,142.98558186333028
2020-11-18 07:39:42,3.7607361963190185,11.656976744186045,3.2857142857142856,0.4449152542372881,40.0,1.335751295336788,3.0,4.784313725490196,72.38372093023256,2.6191677175283736,143.27129614904456
2020-11-18 07:39:43,3.7607361963190185,11.656976744186045,3.2857142857142856,0.4449152542372881,40.0,1.335751295336788,3.0,4.784313725490196,72.38372093023256,2.6191677175283736,143.27129614904456
2020-11-18 07:39:44,3.7607361963190185,11.656976744186045,3.2857142857142856,0.4449152542372881,40.0,1.335751295336788,3.0,4.784313725490196,72.38372093023256,2.6191677175283736,143.27129614904456
2020-11-18 07:39:45,3.7607361963190185,16.85096153846154,3.2857142857142856,0.4449152542372881,40.0,1.335751295336788,3.0,4.784313725490196,72.38372093023256,2.6191677175283736,148.46528094332004
2020-11-18 07:39:46,3.7607361963190185,16.85096153846154,3.2857142857142856,0.4449152542372881,40.0,1.335751295336788,3.0,4.784313725490196,72.38372093023256,2.6191677175283736,148.46528094332004
2020-11-18 07:39:47,3.7607361963190185,16.85096153846154,3.2857142857142856,0.4449152542372881,75.0,1.335751295336788,3.0,4.784313725490196,72.38372093023256,2.6191677175283736,183.46528094332004
2020-11-18 07:39:48,3.7607361963190185,16.85096153846154,3.2857142857142856,0.4449152542372881,75.0,1.335751295336788,3.1666666666666665,4.784313725490196,72.38372093023256,2.6191677175283736,183.63194760998672
2020-11-18 07:39:49,3.7607361963190185,16.85096153846154,3.2857142857142856,0.4449152542372881,75.0,1.335751295336788,3.1666666666666665,4.784313725490196,98.88888888888887,2.6191677175283736,210.13711556864303
2020-11-18 07:39:50,3.7607361963190185,16.85096153846154,3.2857142857142856,0.4449152542372881,75.0,1.335751295336788,3.1666666666666665,4.784313725490196,98.88888888888887,2.6191677175283736,210.13711556864303
2020-11-18 07:39:51,3.7607361963190185,16.85096153846154,3.2857142857142856,0.4449152542372881,75.0,1.335751295336788,3.1666666666666665,4.784313725490196,98.88888888888887,2.6191677175283736,210.13711556864303
2020-11-18 07:39:52,3.682080924855491,16.85096153846154,3.2857142857142856,0.4449152542372881,75.0,1.335751295336788,3.1666666666666665,4.784313725490196,98.88888888888887,2.863267670915412,210.30256025056656
2020-11-18 07:39:53,3.682080924855491,16.85096153846154,3.2857142857142856,0.4449152542372881,75.0,1.335751295336788,3.1666666666666665,4.784313725490196,98.88888888888887,2.863267670915412,210.30256025056656
2020-11-18 07:39:54,3.682080924855491,16.85096153846154,3.2857142857142856,0.4449152542372881,75.0,1.2350557244174265,3.1666666666666665,4.784313725490196,98.88888888888887,2.863267670915412,210.20186467964717
2020-11-18 07:39:55,3.682080924855491,16.85096153846154,3.2857142857142856,1.2909090909090908,75.0,1.2350557244174265,3.1666666666666665,4.784313725490196,98.88888888888887,2.863267670915412,211.047858516319
2020-11-18 07:39:56,3.682080924855491,16.85096153846154,3.2857142857142856,1.2909090909090908,75.0,1.2350557244174265,3.1666666666666665,4.690265486725664,98.88888888888887,2.863267670915412,210.95381027755442
2020-11-18 07:39:57,3.682080924855491,16.85096153846154,3.1666666666666665,1.2909090909090908,75.0,1.2350557244174265,3.1666666666666665,4.690265486725664,98.88888888888887,2.863267670915412,210.83476265850686
2020-11-18 07:39:58,3.682080924855491,16.85096153846154,3.1666666666666665,1.2909090909090908,75.0,1.2350557244174265,3.1666666666666665,4.690265486725664,98.88888888888887,2.863267670915412,210.83476265850686
2020-11-18 07:39:59,3.682080924855491,16.85096153846154,3.1666666666666665,1.2909090909090908,75.0,1.2350557244174265,3.1666666666666665,4.690265486725664,98.88888888888887,2.863267670915412,210.83476265850686
2020-11-18 07:40:00,3.682080924855491,15.357142857142858,3.1666666666666665,1.2909090909090908,75.0,1.2350557244174265,3.1666666666666665,4.690265486725664,98.88888888888887,2.863267670915412,209.34094397718812
2020-11-18 07:40:01,3.682080924855491,15.357142857142858,3.1666666666666665,1.2909090909090908,75.0,1.2350557244174265,3.1666666666666665,4.690265486725664,98.88888888888887,2.863267670915412,209.34094397718812
2020-11-18 07:40:02,3.682080924855491,15.357142857142858,3.1666666666666665,1.2909090909090908,50.0,1.2350557244174265,3.1666666666666665,4.690265486725664,98.88888888888887,2.863267670915412,184.34094397718812
2020-11-18 07:40:03,3.682080924855491,15.357142857142858,3.1666666666666665,1.2909090909090908,50.0,1.2350557244174265,3.0,4.690265486725664,98.88888888888887,2.863267670915412,184.17427731052152
2020-11-18 07:40:04,3.682080924855491,15.357142857142858,3.1666666666666665,1.2909090909090908,50.0,1.2350557244174265,3.0,4.690265486725664,89.69072164948454,2.863267670915412,174.97611007111718
2020-11-18 07:40:05,3.682080924855491,15.357142857142858,3.1666666666666665,1.2909090909090908,50.0,1.2350557244174265,3.0,4.690265486725664,89.69072164948454,2.863267670915412,174.97611007111718
2020-11-18 07:40:06,3.682080924855491,15.357142857142858,3.1666666666666665,1.2909090909090908,50.0,1.2350557244174265,3.0,4.690265486725664,89.69072164948454,2.863267670915412,174.97611007111718
2020-11-18 07:40:07,3.476635514018692,15.357142857142858,3.1666666666666665,1.2909090909090908,50.0,1.2350557244174265,3.0,4.690265486725664,89.69072164948454,2.9276836158192094,174.83508060518417
2020-11-18 07:40:08,3.476635514018692,15.357142857142858,3.1666666666666665,1.2909090909090908,50.0,1.2350557244174265,3.0,4.690265486725664,89.69072164948454,2.9276836158192094,174.83508060518417
2020-11-18 07:40:09,3.476635514018692,15.357142857142858,3.1666666666666665,1.2909090909090908,50.0,1.6972201352366645,3.0,4.690265486725664,89.69072164948454,2.9276836158192094,175.29724501600342
2020-11-18 07:40:10,3.476635514018692,15.357142857142858,3.1666666666666665,0.4925373134328359,50.0,1.6972201352366645,3.0,4.690265486725664,89.69072164948454,2.9276836158192094,174.4988732385271
2020-11-18 07:40:11,3.476635514018692,15.357142857142858,3.1666666666666665,0.4925373134328359,50.0,1.6972201352366645,3.0,4.541353383458646,89.69072164948454,2.9276836158192094,174.34996113526012
2020-11-18 07:40:12,3.476635514018692,15.357142857142858,3.2352941176470584,0.4925373134328359,50.0,1.6972201352366645,3.0,4.541353383458646,89.69072164948454,2.9276836158192094,174.4185885862405
2020-11-18 07:40:13,3.476635514018692,15.357142857142858,3.2352941176470584,0.4925373134328359,50.0,1.6972201352366645,3.0,4.541353383458646,89.69072164948454,2.9276836158192094,174.4185885862405
2020-11-18 07:40:14,3.476635514018692,15.357142857142858,3.2352941176470584,0.4925373134328359,50.0,1.6972201352366645,3.0,4.541353383458646,89.69072164948454,2.9276836158192094,174.4185885862405
2020-11-18 07:40:15,3.476635514018692,22.641129032258068,3.2352941176470584,0.4925373134328359,50.0,1.6972201352366645,3.0,4.541353383458646,89.69072164948454,2.9276836158192094,181.7025747613557
2020-11-18 07:40:16,3.476635514018692,22.641129032258068,3.2352941176470584,0.4925373134328359,50.0,1.6972201352366645,3.0,4.541353383458646,89.69072164948454,2.9276836158192094,181.7025747613557
2020-11-18 07:40:17,3.476635514018692,22.641129032258068,3.2352941176470584,0.4925373134328359,87.5,1.6972201352366645,3.0,4.541353383458646,89.69072164948454,2.9276836158192094,219.2025747613557
2020-11-18 07:40:18,3.476635514018692,22.641129032258068,3.2352941176470584,0.4925373134328359,87.5,1.6972201352366645,3.571428571428571,4.541353383458646,89.69072164948454,2.9276836158192094,219.77400333278428
2020-11-18 07:40:19,3.476635514018692,22.641129032258068,3.2352941176470584,0.4925373134328359,87.5,1.6972201352366645,3.571428571428571,4.541353383458646,202.0270270270271,2.9276836158192094,332.1103087103268
2020-11-18 07:40:20,3.476635514018692,22.641129032258068,3.2352941176470584,0.4925373134328359,87.5,1.6972201352366645,3.571428571428571,4.541353383458646,202.0270270270271,2.9276836158192094,332.1103087103268
2020-11-18 07:40:21,3.476635514018692,22.641129032258068,3.2352941176470584,0.4925373134328359,87.5,1.6972201352366645,3.571428571428571,4.541353383458646,202.0270270270271,2.9276836158192094,332.1103087103268
2020-11-18 07:40:22,3.351020408163265,22.641129032258068,3.2352941176470584,0.4925373134328359,87.5,1.6972201352366645,3.571428571428571,4.541353383458646,202.0270270270271,3.285714285714286,332.34272427436645
2020-11-18 07:40:23,3.351020408163265,22.641129032258068,3.2352941176470584,0.4925373134328359,87.5,1.6972201352366645,3.571428571428571,4.541353383458646,202.0270270270271,3.285714285714286,332.34272427436645
2020-11-18 07:40:24,3.351020408163265,22.641129032258068,3.2352941176470584,0.4925373134328359,87.5,2.7002398081534773,3.571428571428571,4.541353383458646,202.0270270270271,3.285714285714286,333.3457439472833
2020-11-18 07:40:25,3.351020408163265,22.641129032258068,3.2352941176470584,2.204301075268817,87.5,2.7002398081534773,3.571428571428571,4.541353383458646,202.0270270270271,3.285714285714286,335.05750770911925
2020-11-18 07:40:26,3.351020408163265,22.641129032258068,3.2352941176470584,2.204301075268817,87.5,2.7002398081534773,3.571428571428571,6.996124031007753,202.0270270270271,3.285714285714286,337.51227835666833
2020-11-18 07:40:27,3.351020408163265,22.641129032258068,3.285714285714286,2.204301075268817,87.5,2.7002398081534773,3.571428571428571,6.996124031007753,202.0270270270271,3.285714285714286,337.56269852473565
2020-11-18 07:40:28,3.351020408163265,22.641129032258068,3.285714285714286,2.204301075268817,87.5,2.7002398081534773,3.571428571428571,6.996124031007753,202.0270270270271,3.285714285714286,337.56269852473565
2020-11-18 07:40:29,3.351020408163265,22.641129032258068,3.285714285714286,2.204301075268817,87.5,2.7002398081534773,3.571428571428571,6.996124031007753,202.0270270270271,3.285714285714286,337.56269852473565
2020-11-18 07:40:30,3.351020408163265,66.81034482758622,3.285714285714286,2.204301075268817,87.5,2.7002398081534773,3.571428571428571,6.996124031007753,202.0270270270271,3.285714285714286,381.73191432006377
2020-11-18 07:40:31,3.351020408163265,66.81034482758622,3.285714285714286,2.204301075268817,87.5,2.7002398081534773,3.571428571428571,6.996124031007753,202.0270270270271,3.285714285714286,381.73191432006377
2020-11-18 07:40:32,3.351020408163265,66.81034482758622,3.285714285714286,2.204301075268817,125.0,2.7002398081534773,3.571428571428571,6.996124031007753,202.0270270270271,3.285714285714286,419.23191432006377
2020-11-18 07:40:33,3.351020408163265,66.81034482758622,3.285714285714286,2.204301075268817,125.0,2.7002398081534773,3.5000000000000004,6.996124031007753,202.0270270270271,3.285714285714286,419.16048574863515
2020-11-18 07:40:34,3.351020408163265,66.81034482758622,3.285714285714286,2.204301075268817,125.0,2.7002398081534773,3.5000000000000004,6.996124031007753,234.13461538461544,3.285714285714286,451.26807410622354
2020-11-18 07:40:35,3.351020408163265,66.81034482758622,3.285714285714286,2.204301075268817,125.0,2.7002398081534773,3.5000000000000004,6.996124031007753,234.13461538461544,3.285714285714286,451.26807410622354
2020-11-18 07:40:36,3.351020408163265,66.81034482758622,3.285714285714286,2.204301075268817,125.0,2.7002398081534773,3.5000000000000004,6.996124031007753,234.13461538461544,3.285714285714286,451.26807410622354
2020-11-18 07:40:37,3.28169014084507,66.81034482758622,3.285714285714286,2.204301075268817,125.0,2.7002398081534773,3.5000000000000004,6.996124031007753,234.13461538461544,3.0223944875107667,450.9354240407018
2020-11-18 07:40:38,3.28169014084507,66.81034482758622,3.285714285714286,2.204301075268817,125.0,2.7002398081534773,3.5000000000000004,6.996124031007753,234.13461538461544,3.0223944875107667,450.9354240407018
2020-11-18 07:40:39,3.28169014084507,66.81034482758622,3.285714285714286,2.204301075268817,125.0,1.85447556287754,3.5000000000000004,6.996124031007753,234.13461538461544,3.0223944875107667,450.08965979542586
2020-11-18 07:40:40,3.28169014084507,66.81034482758622,3.285714285714286,1.5486725663716814,125.0,1.85447556287754,3.5000000000000004,6.996124031007753,234.13461538461544,3.0223944875107667,449.43403128652875
2020-11-18 07:40:41,3.28169014084507,66.81034482758622,3.285714285714286,1.5486725663716814,125.0,1.85447556287754,3.5000000000000004,5.919540229885057,234.13461538461544,3.0223944875107667,448.35744748540606
2020-11-18 07:40:42,3.28169014084507,66.81034482758622,3.0,1.5486725663716814,125.0,1.85447556287754,3.5000000000000004,5.919540229885057,234.13461538461544,3.0223944875107667,448.07173319969183
2020-11-18 07:40:43,3.28169014084507,66.81034482758622,3.0,1.5486725663716814,125.0,1.85447556287754,3.5000000000000004,5.919540229885057,234.13461538461544,3.0223944875107667,448.07173319969183
2020-11-18 07:40:44,3.28169014084507,66.81034482758622,3.0,1.5486725663716814,125.0,1.85447556287754,3.5000000000000004,5.919540229885057,234.13461538461544,3.0223944875107667,448.07173319969183
2020-11-18 07:40:45,3.28169014084507,41.40625000000001,3.0,1.5486725663716814,125.0,1.85447556287754,3.5000000000000004,5.919540229885057,234.13461538461544,3.0223944875107667,422.6676383721056
2020-11-18 07:40:46,3.28169014084507,41.40625000000001,3.0,1.5486725663716814,125.0,1.85447556287754,3.5000000000000004,5.919540229885057,234.13461538461544,3.0223944875107667,422.6676383721056
2020-11-18 07:40:47,3.28169014084507,41.40625000000001,3.0,1.5486725663716814,91.66666666666669,1.85447556287754,3.5000000000000004,5.919540229885057,234.13461538461544,3.0223944875107667,389.3343050387722
