Time,recommendationservice,paymentservice,cartservice,currencyservice,adservice,shippingservice,emailservice,frontend,productcatalogservice,checkoutservice,Total
2020-12-15 07:30:45,7.5,3.0,5.0,2.7777777777777777,6.25,3.0,,75.0,1.8571428571428568,175.0,279.3849206349206
2020-12-15 07:30:46,7.5,3.0,5.0,2.7777777777777777,6.25,3.0,,50.0,1.8571428571428568,175.0,254.3849206349206
2020-12-15 07:30:47,7.5,3.0,5.0,2.7777777777777777,6.25,3.0,,50.0,1.8571428571428568,175.0,254.3849206349206
2020-12-15 07:30:48,6.666666666666666,3.0,5.0,2.7777777777777777,6.25,0.5,,50.0,1.8571428571428568,175.0,251.0515873015873
2020-12-15 07:30:49,6.666666666666666,3.0,5.0,2.7777777777777777,6.25,0.5,,50.0,1.8571428571428568,175.0,251.0515873015873
2020-12-15 07:30:50,6.666666666666666,,5.0,2.7777777777777777,6.25,0.5,,50.0,1.8571428571428568,,73.05158730158729
2020-12-15 07:30:51,6.666666666666666,,5.0,2.7777777777777777,7.5,0.5,,50.0,1.8571428571428568,,74.30158730158729
2020-12-15 07:30:52,6.666666666666666,,5.0,2.7777777777777777,7.5,0.5,,50.0,1.8571428571428568,,74.30158730158729
2020-12-15 07:30:53,6.666666666666666,,5.0,2.7777777777777777,7.5,0.5,,50.0,1.8571428571428568,,74.30158730158729
2020-12-15 07:30:54,6.666666666666666,,5.0,2.7777777777777777,7.5,0.5,,50.0,1.8571428571428568,,74.30158730158729
2020-12-15 07:30:55,6.666666666666666,,5.0,2.7777777777777777,7.5,0.5,,50.0,1.8571428571428568,,74.30158730158729
2020-12-15 07:30:56,6.666666666666666,,6.875,2.7777777777777777,7.5,0.5,,50.0,1.8571428571428568,,76.17658730158729
2020-12-15 07:30:57,6.666666666666666,,6.875,2.7777777777777777,7.5,0.5,,50.0,1.8571428571428568,,76.17658730158729
2020-12-15 07:30:58,6.666666666666666,,6.875,2.7777777777777777,7.5,0.5,,50.0,0.359375,,74.67881944444444
2020-12-15 07:30:59,6.666666666666666,,6.875,2.7777777777777777,7.5,0.5,,50.0,0.359375,,74.67881944444444
2020-12-15 07:31:00,6.666666666666666,,6.875,0.4,7.5,0.5,,50.0,0.359375,,72.30104166666666
2020-12-15 07:31:01,6.666666666666666,,6.875,0.4,7.5,0.5,,37.5,0.359375,,59.80104166666666
2020-12-15 07:31:02,6.666666666666666,,6.875,0.4,7.5,0.5,,37.5,0.359375,,59.80104166666666
2020-12-15 07:31:03,4.0,,6.875,0.4,7.5,0.25,,37.5,0.359375,,56.884375
2020-12-15 07:31:04,4.0,,6.875,0.4,7.5,0.25,,37.5,0.359375,,56.884375
2020-12-15 07:31:05,4.0,,6.875,0.4,7.5,0.25,,37.5,0.359375,,56.884375
2020-12-15 07:31:06,4.0,,6.875,0.4,4.0,0.25,,37.5,0.359375,,53.384375
2020-12-15 07:31:07,4.0,,6.875,0.4,4.0,0.25,,37.5,0.359375,,53.384375
2020-12-15 07:31:08,4.0,,6.875,0.4,4.0,0.25,,37.5,0.359375,,53.384375
2020-12-15 07:31:09,4.0,,6.875,0.4,4.0,0.25,,37.5,0.359375,,53.384375
2020-12-15 07:31:10,4.0,,6.875,0.4,4.0,0.25,,37.5,0.359375,,53.384375
2020-12-15 07:31:11,4.0,,5.0,0.4,4.0,0.25,,37.5,0.359375,,51.509375
2020-12-15 07:31:12,4.0,,5.0,0.4,4.0,0.25,,37.5,0.359375,,51.509375
2020-12-15 07:31:13,4.0,,5.0,0.4,4.0,0.25,,37.5,2.764705882352941,,53.91470588235293
2020-12-15 07:31:14,4.0,,5.0,0.4,4.0,0.25,,37.5,2.764705882352941,,53.91470588235293
2020-12-15 07:31:15,4.0,,5.0,3.1666666666666665,4.0,0.25,,37.5,2.764705882352941,,56.68137254901961
2020-12-15 07:31:16,4.0,,5.0,3.1666666666666665,4.0,0.25,,83.33333333333333,2.764705882352941,,102.51470588235294
2020-12-15 07:31:17,4.0,,5.0,3.1666666666666665,4.0,0.25,,83.33333333333333,2.764705882352941,,102.51470588235294
2020-12-15 07:31:18,13.75,,5.0,3.1666666666666665,4.0,,,83.33333333333333,2.764705882352941,,112.01470588235294
2020-12-15 07:31:19,13.75,,5.0,3.1666666666666665,4.0,,,83.33333333333333,2.764705882352941,,112.01470588235294
2020-12-15 07:31:20,13.75,,5.0,3.1666666666666665,4.0,,,83.33333333333333,2.764705882352941,,112.01470588235294
2020-12-15 07:31:21,13.75,,5.0,3.1666666666666665,6.875,,,83.33333333333333,2.764705882352941,,114.88970588235294
2020-12-15 07:31:22,13.75,,5.0,3.1666666666666665,6.875,,,83.33333333333333,2.764705882352941,,114.88970588235294
2020-12-15 07:31:23,13.75,,5.0,3.1666666666666665,6.875,,,83.33333333333333,2.764705882352941,,114.88970588235294
2020-12-15 07:31:24,13.75,,5.0,3.1666666666666665,6.875,,,83.33333333333333,2.764705882352941,,114.88970588235294
2020-12-15 07:31:25,13.75,,5.0,3.1666666666666665,6.875,,,83.33333333333333,2.764705882352941,,114.88970588235294
2020-12-15 07:31:26,13.75,,5.625,3.1666666666666665,6.875,,,83.33333333333333,2.764705882352941,,115.51470588235294
2020-12-15 07:31:27,13.75,,5.625,3.1666666666666665,6.875,,,83.33333333333333,2.764705882352941,,115.51470588235294
2020-12-15 07:31:28,13.75,,5.625,3.1666666666666665,6.875,,7.5,83.33333333333333,2.5789473684210527,,122.82894736842104
2020-12-15 07:31:29,13.75,,5.625,3.1666666666666665,6.875,,7.5,83.33333333333333,2.5789473684210527,,122.82894736842104
2020-12-15 07:31:30,13.75,,5.625,2.466666666666667,6.875,,7.5,83.33333333333333,2.5789473684210527,,122.12894736842104
2020-12-15 07:31:31,13.75,,5.625,2.466666666666667,6.875,,7.5,83.33333333333333,2.5789473684210527,,122.12894736842104
2020-12-15 07:31:32,13.75,,5.625,2.466666666666667,6.875,,7.5,83.33333333333333,2.5789473684210527,,122.12894736842104
2020-12-15 07:31:33,7.5,,5.625,2.466666666666667,6.875,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,,116.21228070175438
2020-12-15 07:31:34,7.5,,5.625,2.466666666666667,6.875,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,,116.21228070175438
2020-12-15 07:31:35,7.5,3.0,5.625,2.466666666666667,6.875,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,175.0,294.21228070175437
2020-12-15 07:31:36,7.5,3.0,5.625,2.466666666666667,17.5,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,175.0,304.83728070175437
2020-12-15 07:31:37,7.5,3.0,5.625,2.466666666666667,17.5,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,175.0,304.83728070175437
2020-12-15 07:31:38,7.5,3.0,5.625,2.466666666666667,17.5,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,175.0,304.83728070175437
2020-12-15 07:31:39,7.5,3.0,5.625,2.466666666666667,17.5,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,175.0,304.83728070175437
2020-12-15 07:31:40,7.5,3.0,5.625,2.466666666666667,17.5,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,175.0,304.83728070175437
2020-12-15 07:31:41,7.5,3.0,4.333333333333333,2.466666666666667,17.5,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,175.0,303.54561403508774
2020-12-15 07:31:42,7.5,3.0,4.333333333333333,2.466666666666667,17.5,0.3333333333333333,7.5,83.33333333333333,2.5789473684210527,175.0,303.54561403508774
2020-12-15 07:31:43,7.5,3.0,4.333333333333333,2.466666666666667,17.5,0.3333333333333333,,83.33333333333333,2.75,175.0,296.21666666666664
2020-12-15 07:31:44,7.5,3.0,4.333333333333333,2.466666666666667,17.5,0.3333333333333333,,83.33333333333333,2.75,175.0,296.21666666666664
2020-12-15 07:31:45,7.5,3.0,4.333333333333333,1.8571428571428568,17.5,0.3333333333333333,,83.33333333333333,2.75,175.0,295.60714285714283
2020-12-15 07:31:46,7.5,3.0,4.333333333333333,1.8571428571428568,17.5,0.3333333333333333,,50.0,2.75,175.0,262.2738095238095
2020-12-15 07:31:47,7.5,3.0,4.333333333333333,1.8571428571428568,17.5,0.3333333333333333,,50.0,2.75,175.0,262.2738095238095
2020-12-15 07:31:48,7.5,3.0,4.333333333333333,1.8571428571428568,17.5,,,50.0,2.75,175.0,261.9404761904762
2020-12-15 07:31:49,7.5,3.0,4.333333333333333,1.8571428571428568,17.5,,,50.0,2.75,175.0,261.9404761904762
2020-12-15 07:31:50,7.5,,4.333333333333333,1.8571428571428568,17.5,,,50.0,2.75,,83.94047619047619
2020-12-15 07:31:51,7.5,,4.333333333333333,1.8571428571428568,7.5,,,50.0,2.75,,73.94047619047619
2020-12-15 07:31:52,7.5,,4.333333333333333,1.8571428571428568,7.5,,,50.0,2.75,,73.94047619047619
2020-12-15 07:31:53,7.5,,4.333333333333333,1.8571428571428568,7.5,,,50.0,2.75,,73.94047619047619
2020-12-15 07:31:54,7.5,,4.333333333333333,1.8571428571428568,7.5,,,50.0,2.75,,73.94047619047619
2020-12-15 07:31:55,7.5,,4.333333333333333,1.8571428571428568,7.5,,,50.0,2.75,,73.94047619047619
2020-12-15 07:31:56,7.5,,4.0,1.8571428571428568,7.5,,,50.0,2.75,,73.60714285714286
2020-12-15 07:31:57,7.5,,4.0,1.8571428571428568,7.5,,,50.0,2.75,,73.60714285714286
2020-12-15 07:31:58,7.5,,4.0,1.8571428571428568,7.5,,,50.0,3.0,,73.85714285714286
2020-12-15 07:31:59,7.5,,4.0,1.8571428571428568,7.5,,,50.0,3.0,,73.85714285714286
2020-12-15 07:32:00,7.5,,4.0,3.0,7.5,,,50.0,3.0,,75.0
2020-12-15 07:32:01,7.5,,4.0,3.0,7.5,,,75.0,3.0,,100.0
2020-12-15 07:32:02,7.5,,4.0,3.0,7.5,,,75.0,3.0,,100.0
2020-12-15 07:32:03,7.5,,4.0,3.0,7.5,3.0,,75.0,3.0,,103.0
2020-12-15 07:32:04,10.0,,4.0,3.0,7.5,3.0,,75.0,3.0,,105.5
2020-12-15 07:32:05,10.0,,4.0,3.0,7.5,3.0,,75.0,3.0,,105.5
2020-12-15 07:32:06,10.0,,4.0,3.0,7.5,3.0,,75.0,3.0,,105.5
2020-12-15 07:32:07,10.0,,4.0,3.0,7.5,3.0,,75.0,3.0,,105.5
2020-12-15 07:32:08,10.0,,4.0,3.0,7.5,3.0,,75.0,3.0,,105.5
2020-12-15 07:32:09,10.0,,4.0,3.0,7.5,3.0,,75.0,3.0,,105.5
2020-12-15 07:32:10,10.0,,4.0,3.0,7.5,3.0,,75.0,3.0,,105.5
2020-12-15 07:32:11,10.0,,4.0,3.0,7.5,3.0,,75.0,3.0,,105.5
2020-12-15 07:32:12,10.0,,4.0,3.0,7.5,3.0,,75.0,3.0,,105.5
2020-12-15 07:32:13,10.0,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,105.35714285714286
2020-12-15 07:32:14,10.0,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,105.35714285714286
2020-12-15 07:32:15,10.0,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,105.35714285714286
2020-12-15 07:32:16,10.0,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,105.35714285714286
2020-12-15 07:32:17,10.0,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,105.35714285714286
2020-12-15 07:32:18,7.5,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,102.85714285714286
2020-12-15 07:32:19,7.5,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,102.85714285714286
2020-12-15 07:32:20,7.5,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,102.85714285714286
2020-12-15 07:32:21,7.5,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,102.85714285714286
2020-12-15 07:32:22,7.5,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,102.85714285714286
2020-12-15 07:32:23,7.5,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,102.85714285714286
2020-12-15 07:32:24,7.5,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,102.85714285714286
2020-12-15 07:32:25,7.5,,4.0,3.0,7.5,3.0,,75.0,2.8571428571428568,,102.85714285714286
2020-12-15 07:32:26,7.5,,8.333333333333332,3.0,7.5,3.0,,75.0,2.8571428571428568,,107.1904761904762
2020-12-15 07:32:27,7.5,,8.333333333333332,3.0,7.5,3.0,,75.0,2.8571428571428568,,107.1904761904762
2020-12-15 07:32:28,7.5,,8.333333333333332,3.0,7.5,3.0,,75.0,3.0,,107.33333333333331
2020-12-15 07:32:29,7.5,,8.333333333333332,3.0,7.5,3.0,,75.0,3.0,,107.33333333333331
2020-12-15 07:32:30,7.5,,8.333333333333332,3.0,7.5,3.0,,75.0,3.0,,107.33333333333331
2020-12-15 07:32:31,7.5,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,99.0
2020-12-15 07:32:32,7.5,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,99.0
2020-12-15 07:32:33,8.75,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,100.25
2020-12-15 07:32:34,8.75,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,100.25
2020-12-15 07:32:35,8.75,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,100.25
2020-12-15 07:32:36,8.75,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,100.25
2020-12-15 07:32:37,8.75,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,100.25
2020-12-15 07:32:38,8.75,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,100.25
2020-12-15 07:32:39,8.75,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,100.25
2020-12-15 07:32:40,8.75,,8.333333333333332,3.0,7.5,3.0,,66.66666666666666,3.0,,100.25
2020-12-15 07:32:41,8.75,,6.875,3.0,7.5,3.0,,66.66666666666666,3.0,,98.79166666666666
2020-12-15 07:32:42,8.75,,6.875,3.0,7.5,3.0,,66.66666666666666,3.0,,98.79166666666666
2020-12-15 07:32:43,8.75,,6.875,3.0,7.5,3.0,,66.66666666666666,2.176470588235294,,97.96813725490196
2020-12-15 07:32:44,8.75,,6.875,3.0,7.5,3.0,,66.66666666666666,2.176470588235294,,97.96813725490196
2020-12-15 07:32:45,8.75,,6.875,3.0,7.5,3.0,,66.66666666666666,2.176470588235294,,97.96813725490196
2020-12-15 07:32:46,8.75,,6.875,3.0,7.5,3.0,,75.0,2.176470588235294,,106.30147058823529
2020-12-15 07:32:47,8.75,,6.875,3.0,7.5,3.0,,75.0,2.176470588235294,,106.30147058823529
2020-12-15 07:32:48,7.5,,6.875,3.0,7.5,,,75.0,2.176470588235294,,102.05147058823529
2020-12-15 07:32:49,7.5,,6.875,3.0,7.5,,,75.0,2.176470588235294,,102.05147058823529
2020-12-15 07:32:50,7.5,,6.875,3.0,7.5,,,75.0,2.176470588235294,,102.05147058823529
2020-12-15 07:32:51,7.5,,6.875,3.0,5.833333333333332,,,75.0,2.176470588235294,,100.38480392156862
2020-12-15 07:32:52,7.5,,6.875,3.0,5.833333333333332,,,75.0,2.176470588235294,,100.38480392156862
2020-12-15 07:32:53,7.5,,6.875,3.0,5.833333333333332,,,75.0,2.176470588235294,,100.38480392156862
2020-12-15 07:32:54,7.5,,6.875,3.0,5.833333333333332,,,75.0,2.176470588235294,,100.38480392156862
2020-12-15 07:32:55,7.5,,6.875,3.0,5.833333333333332,,,75.0,2.176470588235294,,100.38480392156862
2020-12-15 07:32:56,7.5,,5.0,3.0,5.833333333333332,,,75.0,2.176470588235294,,98.50980392156862
2020-12-15 07:32:57,7.5,,5.0,3.0,5.833333333333332,,,75.0,2.176470588235294,,98.50980392156862
2020-12-15 07:32:58,7.5,,5.0,3.0,5.833333333333332,,,75.0,3.0,,99.33333333333331
2020-12-15 07:32:59,7.5,,5.0,3.0,5.833333333333332,,,75.0,3.0,,99.33333333333331
2020-12-15 07:33:00,7.5,,5.0,3.0,5.833333333333332,,,75.0,3.0,,99.33333333333331
2020-12-15 07:33:01,7.5,,5.0,3.0,5.833333333333332,,,75.0,3.0,,99.33333333333331
2020-12-15 07:33:02,7.5,,5.0,3.0,5.833333333333332,,,75.0,3.0,,99.33333333333331
2020-12-15 07:33:03,13.75,,5.0,3.0,5.833333333333332,,,75.0,3.0,,105.58333333333331
2020-12-15 07:33:04,13.75,,5.0,3.0,5.833333333333332,,,75.0,3.0,,105.58333333333331
2020-12-15 07:33:05,13.75,,5.0,3.0,5.833333333333332,,,75.0,3.0,,105.58333333333331
2020-12-15 07:33:06,13.75,,5.0,3.0,7.5,,,75.0,3.0,,107.25
2020-12-15 07:33:07,13.75,,5.0,3.0,7.5,,,75.0,3.0,,107.25
2020-12-15 07:33:08,13.75,,5.0,3.0,7.5,,,75.0,3.0,,107.25
2020-12-15 07:33:09,13.75,,5.0,3.0,7.5,,,75.0,3.0,,107.25
2020-12-15 07:33:10,13.75,,5.0,3.0,7.5,,,75.0,3.0,,107.25
2020-12-15 07:33:11,13.75,,6.875,3.0,7.5,,,75.0,3.0,,109.125
2020-12-15 07:33:12,13.75,,6.875,3.0,7.5,,,75.0,3.0,,109.125
2020-12-15 07:33:13,13.75,,6.875,3.0,7.5,,,75.0,1.5454545454545454,,107.67045454545456
2020-12-15 07:33:14,13.75,,6.875,3.0,7.5,,,75.0,1.5454545454545454,,107.67045454545456
2020-12-15 07:33:15,13.75,,6.875,3.2352941176470584,7.5,,,75.0,1.5454545454545454,,107.90574866310159
2020-12-15 07:33:16,13.75,,6.875,3.2352941176470584,7.5,,,58.33333333333333,1.5454545454545454,,91.23908199643492
2020-12-15 07:33:17,13.75,,6.875,3.2352941176470584,7.5,,,58.33333333333333,1.5454545454545454,,91.23908199643492
2020-12-15 07:33:18,,,6.875,3.2352941176470584,7.5,0.25,,58.33333333333333,1.5454545454545454,,77.73908199643493
2020-12-15 07:33:19,,,6.875,3.2352941176470584,7.5,0.25,,58.33333333333333,1.5454545454545454,,77.73908199643493
2020-12-15 07:33:20,,,6.875,3.2352941176470584,7.5,0.25,,58.33333333333333,1.5454545454545454,,77.73908199643493
2020-12-15 07:33:21,,,6.875,3.2352941176470584,3.0,0.25,,58.33333333333333,1.5454545454545454,,73.23908199643493
2020-12-15 07:33:22,,,6.875,3.2352941176470584,3.0,0.25,,58.33333333333333,1.5454545454545454,,73.23908199643493
2020-12-15 07:33:23,,,6.875,3.2352941176470584,3.0,0.25,,58.33333333333333,1.5454545454545454,,73.23908199643493
2020-12-15 07:33:24,,,6.875,3.2352941176470584,3.0,0.25,,58.33333333333333,1.5454545454545454,,73.23908199643493
2020-12-15 07:33:25,,,6.875,3.2352941176470584,3.0,0.25,,58.33333333333333,1.5454545454545454,,73.23908199643493
2020-12-15 07:33:26,,,5.0,3.2352941176470584,3.0,0.25,,58.33333333333333,1.5454545454545454,,71.36408199643493
2020-12-15 07:33:27,,,5.0,3.2352941176470584,3.0,0.25,,58.33333333333333,1.5454545454545454,,71.36408199643493
2020-12-15 07:33:28,,,5.0,3.2352941176470584,3.0,0.25,,58.33333333333333,2.1578947368421053,,71.97652218782251
2020-12-15 07:33:29,,,5.0,3.2352941176470584,3.0,0.25,,58.33333333333333,2.1578947368421053,,71.97652218782251
2020-12-15 07:33:30,,,5.0,3.1052631578947367,3.0,0.25,,58.33333333333333,2.1578947368421053,,71.84649122807018
2020-12-15 07:33:31,,,5.0,3.1052631578947367,3.0,0.25,,62.5,2.1578947368421053,,76.01315789473685
2020-12-15 07:33:32,,,5.0,3.1052631578947367,3.0,0.25,,62.5,2.1578947368421053,,76.01315789473685
2020-12-15 07:33:33,6.25,,5.0,3.1052631578947367,3.0,5.0,,62.5,2.1578947368421053,,87.01315789473685
2020-12-15 07:33:34,6.25,,5.0,3.1052631578947367,3.0,5.0,,62.5,2.1578947368421053,,87.01315789473685
2020-12-15 07:33:35,6.25,,5.0,3.1052631578947367,3.0,5.0,,62.5,2.1578947368421053,,87.01315789473685
2020-12-15 07:33:36,6.25,,5.0,3.1052631578947367,5.0,5.0,,62.5,2.1578947368421053,,89.01315789473685
2020-12-15 07:33:37,6.25,,5.0,3.1052631578947367,5.0,5.0,,62.5,2.1578947368421053,,89.01315789473685
2020-12-15 07:33:38,6.25,,5.0,3.1052631578947367,5.0,5.0,,62.5,2.1578947368421053,,89.01315789473685
2020-12-15 07:33:39,6.25,,5.0,3.1052631578947367,5.0,5.0,,62.5,2.1578947368421053,,89.01315789473685
2020-12-15 07:33:40,6.25,,5.0,3.1052631578947367,5.0,5.0,,62.5,2.1578947368421053,,89.01315789473685
2020-12-15 07:33:41,6.25,,7.5,3.1052631578947367,5.0,5.0,,62.5,2.1578947368421053,,91.51315789473685
2020-12-15 07:33:42,6.25,,7.5,3.1052631578947367,5.0,5.0,,62.5,2.1578947368421053,,91.51315789473685
2020-12-15 07:33:43,6.25,,7.5,3.1052631578947367,5.0,5.0,,62.5,3.2352941176470584,,92.5905572755418
2020-12-15 07:33:44,6.25,,7.5,3.1052631578947367,5.0,5.0,,62.5,3.2352941176470584,,92.5905572755418
2020-12-15 07:33:45,6.25,,7.5,3.25,5.0,5.0,,62.5,3.2352941176470584,,92.73529411764706
2020-12-15 07:33:46,6.25,,7.5,3.25,5.0,5.0,,75.00000000000001,3.2352941176470584,,105.23529411764707
2020-12-15 07:33:47,6.25,,7.5,3.25,5.0,5.0,,75.00000000000001,3.2352941176470584,,105.23529411764707
2020-12-15 07:33:48,7.5,,7.5,3.25,5.0,3.0,,75.00000000000001,3.2352941176470584,,104.48529411764707
2020-12-15 07:33:49,7.5,,7.5,3.25,5.0,3.0,,75.00000000000001,3.2352941176470584,,104.48529411764707
2020-12-15 07:33:50,7.5,,7.5,3.25,5.0,3.0,,75.00000000000001,3.2352941176470584,,104.48529411764707
2020-12-15 07:33:51,7.5,,7.5,3.25,10.0,3.0,,75.00000000000001,3.2352941176470584,,109.48529411764707
2020-12-15 07:33:52,7.5,,7.5,3.25,10.0,3.0,,75.00000000000001,3.2352941176470584,,109.48529411764707
2020-12-15 07:33:53,7.5,,7.5,3.25,10.0,3.0,,75.00000000000001,3.2352941176470584,,109.48529411764707
2020-12-15 07:33:54,7.5,,7.5,3.25,10.0,3.0,,75.00000000000001,3.2352941176470584,,109.48529411764707
2020-12-15 07:33:55,7.5,,7.5,3.25,10.0,3.0,,75.00000000000001,3.2352941176470584,,109.48529411764707
2020-12-15 07:33:56,7.5,,6.25,3.25,10.0,3.0,,75.00000000000001,3.2352941176470584,,108.23529411764707
2020-12-15 07:33:57,7.5,,6.25,3.25,10.0,3.0,,75.00000000000001,3.2352941176470584,,108.23529411764707
2020-12-15 07:33:58,7.5,,6.25,3.25,10.0,3.0,,75.00000000000001,3.0,,108.0
2020-12-15 07:33:59,7.5,,6.25,3.25,10.0,3.0,,75.00000000000001,3.0,,108.0
2020-12-15 07:34:00,7.5,,6.25,3.5454545454545463,10.0,3.0,,75.00000000000001,3.0,,108.29545454545456
2020-12-15 07:34:01,7.5,,6.25,3.5454545454545463,10.0,3.0,,75.0,3.0,,108.29545454545456
2020-12-15 07:34:02,7.5,,6.25,3.5454545454545463,10.0,3.0,,75.0,3.0,,108.29545454545456
2020-12-15 07:34:03,7.5,,6.25,3.5454545454545463,10.0,,,75.0,3.0,,105.29545454545456
2020-12-15 07:34:04,7.5,,6.25,3.5454545454545463,10.0,,,75.0,3.0,,105.29545454545456
2020-12-15 07:34:05,7.5,,6.25,3.5454545454545463,10.0,,,75.0,3.0,,105.29545454545456
2020-12-15 07:34:06,7.5,,6.25,3.5454545454545463,6.666666666666666,,,75.0,3.0,,101.96212121212122
2020-12-15 07:34:07,7.5,,6.25,3.5454545454545463,6.666666666666666,,,75.0,3.0,,101.96212121212122
2020-12-15 07:34:08,7.5,,6.25,3.5454545454545463,6.666666666666666,,,75.0,3.0,,101.96212121212122
2020-12-15 07:34:09,7.5,,6.25,3.5454545454545463,6.666666666666666,,,75.0,3.0,,101.96212121212122
2020-12-15 07:34:10,7.5,,6.25,3.5454545454545463,6.666666666666666,,,75.0,3.0,,101.96212121212122
2020-12-15 07:34:11,7.5,,10.0,3.5454545454545463,6.666666666666666,,,75.0,3.0,,105.71212121212122
2020-12-15 07:34:12,7.5,,10.0,3.5454545454545463,6.666666666666666,,,75.0,3.0,,105.71212121212122
